,date_received,county,white,black,asian,american_indian,native_hawaiian,two_plus_races,other_race,unknown_race,hispanic,non_hispanic,unknown_eth,cum_cases
100,2020-10-23 04:00:00,EFFINGHAM,1084,319,12,-,-,-,0,354,76,1276,417,1769
15,2020-10-23 04:00:00,ELBERT,307,299,4,-,-,-,0,154,43,559,162,764
58,2020-10-23 04:00:00,EMANUEL,484,327,7,-,-,-,1,372,32,742,417,1191
59,2020-10-23 04:00:00,EVANS,193,122,1,-,-,-,0,163,66,275,138,479
134,2020-10-23 04:00:00,FANNIN,702,2,0,-,-,-,0,110,36,646,132,814
135,2020-10-23 04:00:00,FAYETTE,791,535,30,-,-,-,2,746,151,1098,855,2104
136,2020-10-23 04:00:00,FLOYD,1833,404,29,-,-,-,5,1595,569,1635,1662,3866
56,2020-10-23 04:00:00,FORSYTH,3051,162,174,-,-,-,3,1284,745,2598,1331,4674
106,2020-10-23 04:00:00,FRANKLIN,602,85,4,-,-,-,0,224,58,621,236,915
13,2020-10-23 04:00:00,FULTON,9078,12039,599,-,-,-,23,8951,3302,18234,9154,30690
57,2020-10-23 04:00:00,GILMER,860,4,6,-,-,-,1,149,215,645,160,1020
54,2020-10-23 04:00:00,GLASCOCK,33,5,0,-,-,-,0,10,0,35,13,48
55,2020-10-23 04:00:00,GLYNN,1979,891,30,-,-,-,1,795,529,2518,649,3696
53,2020-10-23 04:00:00,GORDON,1190,79,27,-,-,-,6,1005,521,885,901,2307
64,2020-10-23 04:00:00,GRADY,471,251,0,-,-,-,1,127,227,512,111,850
102,2020-10-23 04:00:00,GREENE,223,225,0,-,-,-,0,121,28,344,197,569
65,2020-10-23 04:00:00,GWINNETT,10911,5170,1542,-,-,-,24,12557,8581,11430,10193,30204
66,2020-10-23 04:00:00,HABERSHAM,1343,44,25,-,-,-,0,456,402,1064,402,1868
137,2020-10-23 04:00:00,HALL,6015,607,57,-,-,-,1,3894,3443,4898,2233,10574
107,2020-10-23 04:00:00,HANCOCK,74,267,0,-,-,-,0,72,3,304,106,413
61,2020-10-23 04:00:00,HARALSON,479,15,0,-,-,-,0,136,4,265,361,630
142,2020-10-23 04:00:00,HARRIS,497,209,7,-,-,-,1,135,25,644,180,849
108,2020-10-23 04:00:00,HART,303,125,9,-,-,-,1,132,37,394,139,570
60,2020-10-23 04:00:00,HEARD,151,41,0,-,-,-,0,32,1,165,58,224
11,2020-10-23 04:00:00,HENRY,1530,2538,101,-,-,-,11,1914,380,3267,2447,6094
143,2020-10-23 04:00:00,HOUSTON,1209,1107,43,-,-,-,4,1202,189,2129,1247,3565
62,2020-10-23 04:00:00,IRWIN,146,97,0,-,-,-,0,113,22,235,99,356
132,2020-10-23 04:00:00,JACKSON,1529,141,47,-,-,-,2,618,231,1465,641,2337
141,2020-10-23 04:00:00,JASPER,134,57,0,-,-,-,0,52,4,174,65,243
140,2020-10-23 04:00:00,JEFF DAVIS,449,73,3,-,-,-,0,260,75,441,269,785
21,2020-10-23 04:00:00,JEFFERSON,220,495,1,-,-,-,3,133,25,635,192,852
63,2020-10-23 04:00:00,JENKINS,196,211,1,-,-,-,0,55,22,375,66,463
144,2020-10-23 04:00:00,JOHNSON,249,168,0,-,-,-,0,23,6,376,58,440
146,2020-10-23 04:00:00,JONES,346,162,0,-,-,-,0,133,5,443,193,641
145,2020-10-23 04:00:00,LAMAR,205,104,0,-,-,-,1,95,5,273,127,405
69,2020-10-23 04:00:00,LANIER,115,54,0,-,-,-,0,148,33,171,113,317
67,2020-10-23 04:00:00,LAURENS,969,818,8,-,-,-,1,171,24,1675,268,1967
150,2020-10-23 04:00:00,LEE,380,256,5,-,-,-,0,105,15,567,164,746
149,2020-10-23 04:00:00,LIBERTY,337,592,16,-,-,-,1,286,76,829,327,1232
126,2020-10-23 04:00:00,LINCOLN,85,72,0,-,-,-,0,74,2,133,96,231
71,2020-10-23 04:00:00,LONG,158,72,1,-,-,-,0,43,21,203,50,274
12,2020-10-23 04:00:00,LOWNDES,1452,1407,24,-,-,-,4,1536,238,2837,1348,4423
72,2020-10-23 04:00:00,LUMPKIN,888,16,4,-,-,-,0,130,42,864,132,1038
8,2020-10-23 04:00:00,MACON,50,111,1,-,-,-,0,86,24,167,57,248
104,2020-10-23 04:00:00,MADISON,444,74,6,-,-,-,0,250,83,424,267,774
152,2020-10-23 04:00:00,MARION,74,78,2,-,-,-,0,42,20,144,32,196
70,2020-10-23 04:00:00,MCDUFFIE,215,245,2,-,-,-,0,211,27,373,273,673
123,2020-10-23 04:00:00,MCINTOSH,148,123,0,-,-,-,0,33,3,255,46,304
68,2020-10-23 04:00:00,MERIWETHER,202,334,3,-,-,-,1,52,3,490,99,592
18,2020-10-23 04:00:00,MILLER,153,119,0,-,-,-,0,33,10,257,38,305
153,2020-10-23 04:00:00,MITCHELL,314,444,3,-,-,-,0,89,60,616,174,850
19,2020-10-23 04:00:00,MONROE,334,251,0,-,-,-,1,164,13,539,198,750
147,2020-10-23 04:00:00,MONTGOMERY,248,86,0,-,-,-,0,37,31,296,44,371
157,2020-10-23 04:00:00,MORGAN,246,174,0,-,-,-,1,103,8,331,185,524
121,2020-10-23 04:00:00,MURRAY,754,5,1,-,-,-,0,254,313,493,208,1014
73,2020-10-23 04:00:00,MUSCOGEE,1909,2723,69,-,-,-,10,1617,433,4194,1701,6328
148,2020-10-23 04:00:00,NEWTON,855,1184,12,-,-,-,2,786,203,1728,908,2839
4,2020-10-23 04:00:00,NON-GEORGIA RESIDENT,2703,1593,91,-,-,-,6,10049,649,3225,10568,14442
74,2020-10-23 04:00:00,OCONEE,586,42,13,-,-,-,0,213,56,524,274,854
79,2020-10-23 04:00:00,OGLETHORPE,202,97,1,-,-,-,0,107,30,261,116,407
75,2020-10-23 04:00:00,PAULDING,1549,688,16,-,-,-,8,844,286,1381,1438,3105
77,2020-10-23 04:00:00,PEACH,214,335,4,-,-,-,0,210,38,484,241,763
10,2020-10-23 04:00:00,PICKENS,619,5,2,-,-,-,1,114,23,558,160,741
114,2020-10-23 04:00:00,PIERCE,430,85,0,-,-,-,0,152,32,477,158,667
110,2020-10-23 04:00:00,PIKE,256,43,1,-,-,-,0,82,15,278,89,382
151,2020-10-23 04:00:00,POLK,714,139,8,-,-,-,6,824,334,613,744,1691
16,2020-10-23 04:00:00,PULASKI,148,157,2,-,-,-,1,27,5,253,77,335
127,2020-10-23 04:00:00,PUTNAM,298,266,3,-,-,-,0,221,66,436,286,788
112,2020-10-23 04:00:00,QUITMAN,3,30,0,-,-,-,0,5,0,34,4,38
78,2020-10-23 04:00:00,RABUN,326,6,0,-,-,-,0,91,48,279,96,423
17,2020-10-23 04:00:00,RANDOLPH,61,179,1,-,-,-,1,97,5,275,59,339
76,2020-10-23 04:00:00,RICHMOND,1942,3919,63,-,-,-,0,1952,245,5452,2179,7876
83,2020-10-23 04:00:00,ROCKDALE,463,1000,24,-,-,-,1,613,250,1155,696,2101
81,2020-10-23 04:00:00,SCHLEY,56,44,1,-,-,-,0,8,2,102,5,109
82,2020-10-23 04:00:00,SCREVEN,151,199,7,-,-,-,0,91,8,338,102,448
80,2020-10-23 04:00:00,SEMINOLE,202,161,0,-,-,-,0,29,8,347,37,392
86,2020-10-23 04:00:00,SPALDING,708,484,10,-,-,-,1,358,77,993,491,1561
159,2020-10-23 04:00:00,STEPHENS,890,127,8,-,-,-,0,238,24,992,247,1263
84,2020-10-23 04:00:00,STEWART,45,129,4,-,-,-,0,357,299,174,62,535
6,2020-10-23 04:00:00,SUMTER,254,441,3,-,-,-,0,261,57,709,193,959
85,2020-10-23 04:00:00,TALBOT,49,106,0,-,-,-,0,19,0,152,22,174
87,2020-10-23 04:00:00,TALIAFERRO,9,16,0,-,-,-,0,1,0,24,2,26
89,2020-10-23 04:00:00,TATTNALL,439,136,1,-,-,-,0,343,119,476,324,919
155,2020-10-23 04:00:00,TAYLOR,79,109,0,-,-,-,1,39,2,192,34,228
90,2020-10-23 04:00:00,TELFAIR,295,115,1,-,-,-,1,89,33,351,117,501
156,2020-10-23 04:00:00,TERRELL,60,255,2,-,-,-,0,23,4,290,46,340
91,2020-10-23 04:00:00,THOMAS,719,763,9,-,-,-,1,100,57,1343,192,1592
88,2020-10-23 04:00:00,TIFT,853,535,12,-,-,-,1,541,291,1345,306,1942
92,2020-10-23 04:00:00,TOOMBS,553,259,7,-,-,-,2,650,148,790,533,1471
93,2020-10-23 04:00:00,TOWNS,360,4,4,-,-,-,1,59,16,347,65,428
94,2020-10-23 04:00:00,TREUTLEN,172,110,2,-,-,-,0,18,1,266,35,302
98,2020-10-23 04:00:00,TROUP,893,1423,13,-,-,-,1,689,94,1944,981,3019
133,2020-10-23 04:00:00,TURNER,109,156,1,-,-,-,0,67,11,257,65,333
95,2020-10-23 04:00:00,TWIGGS,39,141,1,-,-,-,0,35,2,159,55,216
120,2020-10-23 04:00:00,UNION,787,4,1,-,-,-,1,87,15,743,122,880
5,2020-10-23 04:00:00,UNKNOWN,168,75,9,-,-,-,0,1646,70,195,1633,1898
97,2020-10-23 04:00:00,UPSON,361,300,1,-,-,-,0,170,16,653,163,832
154,2020-10-23 04:00:00,WALKER,1105,86,11,-,-,-,1,638,54,933,854,1841
20,2020-10-23 04:00:00,WALTON,1175,458,29,-,-,-,4,644,105,1423,782,2310
99,2020-10-23 04:00:00,WARE,718,509,7,-,-,-,1,487,73,1092,557,1722
113,2020-10-23 04:00:00,WARREN,29,99,0,-,-,-,0,35,1,116,46,163
158,2020-10-23 04:00:00,WASHINGTON,235,352,0,-,-,-,0,169,15,513,228,756
161,2020-10-23 04:00:00,WAYNE,531,139,6,-,-,-,1,544,47,603,571,1221
125,2020-10-23 04:00:00,WEBSTER,14,28,0,-,-,-,0,1,0,42,1,43
160,2020-10-23 04:00:00,WHEELER,142,68,2,-,-,-,0,155,6,196,165,367
14,2020-10-23 04:00:00,WHITE,862,19,1,-,-,-,0,115,16,818,163,997
96,2020-10-23 04:00:00,WHITFIELD,3360,130,35,-,-,-,4,1796,2689,1444,1192,5325
7,2020-10-23 04:00:00,WILCOX,129,109,1,-,-,-,0,16,6,220,29,255
105,2020-10-23 04:00:00,WILKES,129,118,0,-,-,-,0,43,21,230,39,290
115,2020-10-23 04:00:00,WILKINSON,126,161,0,-,-,-,0,79,4,253,109,366
118,2020-10-23 04:00:00,WORTH,275,289,1,-,-,-,0,40,8,528,69,605
