,date_received,county,white,black,asian,american_indian,native_hawaiian,two_plus_races,other_race,unknown_race,hispanic,non_hispanic,unknown_eth,cum_cases
43,2020-10-30 04:00:00,CHATTOOGA,447,74,3,-,-,-,4,446,79,402,493,974
134,2020-10-30 04:00:00,CHEROKEE,5097,399,70,-,-,-,2,1750,1277,4135,1906,7318
4,2020-10-30 04:00:00,CLARKE,3297,902,202,-,-,-,1,1446,720,3636,1492,5848
135,2020-10-30 04:00:00,CLAY,26,78,0,-,-,-,1,19,4,104,16,124
39,2020-10-30 04:00:00,CLAYTON,956,4516,227,-,-,-,4,2714,1235,4292,2890,8417
40,2020-10-30 04:00:00,CLINCH,190,131,0,-,-,-,0,137,20,307,131,458
41,2020-10-30 04:00:00,COBB,9682,5658,551,-,-,-,20,6431,4991,12318,5033,22342
5,2020-10-30 04:00:00,COFFEE,1033,566,7,-,-,-,2,695,288,1312,703,2303
44,2020-10-30 04:00:00,COLQUITT,1154,414,9,-,-,-,1,564,739,1115,288,2142
9,2020-10-30 04:00:00,COLUMBIA,2187,866,107,-,-,-,2,1315,165,2760,1552,4477
102,2020-10-30 04:00:00,COOK,280,155,1,-,-,-,0,173,50,422,137,609
50,2020-10-30 04:00:00,COWETA,1476,673,22,-,-,-,0,842,298,1842,873,3013
107,2020-10-30 04:00:00,CRAWFORD,82,69,0,-,-,-,0,45,1,135,60,196
51,2020-10-30 04:00:00,CRISP,205,297,5,-,-,-,1,152,34,478,148,660
49,2020-10-30 04:00:00,DADE,240,7,5,-,-,-,0,122,15,203,156,374
132,2020-10-30 04:00:00,DAWSON,796,8,2,-,-,-,1,119,59,729,138,926
45,2020-10-30 04:00:00,DECATUR,597,509,1,-,-,-,1,202,120,926,264,1310
111,2020-10-30 04:00:00,DEKALB,4921,9779,1089,-,-,-,11,5787,3222,12157,6208,21587
123,2020-10-30 04:00:00,DODGE,367,213,2,-,-,-,0,58,8,533,99,640
47,2020-10-30 04:00:00,DOOLY,118,194,1,-,-,-,0,66,31,290,58,379
48,2020-10-30 04:00:00,DOUGHERTY,588,2401,15,-,-,-,0,308,75,2605,632,3312
127,2020-10-30 04:00:00,DOUGLAS,1327,1925,70,-,-,-,1,874,626,2787,784,4197
46,2020-10-30 04:00:00,EARLY,140,342,1,-,-,-,0,75,6,440,112,558
52,2020-10-30 04:00:00,ECHOLS,87,7,1,-,-,-,0,151,117,65,64,246
109,2020-10-30 04:00:00,EFFINGHAM,1184,333,12,-,-,-,0,331,85,1370,405,1860
19,2020-10-30 04:00:00,ELBERT,322,305,4,-,-,-,0,136,44,581,142,767
55,2020-10-30 04:00:00,EMANUEL,498,344,7,-,-,-,1,361,33,773,405,1211
56,2020-10-30 04:00:00,EVANS,206,125,1,-,-,-,0,155,72,290,125,487
133,2020-10-30 04:00:00,FANNIN,732,2,0,-,-,-,0,106,36,670,134,840
142,2020-10-30 04:00:00,FAYETTE,876,561,32,-,-,-,2,701,147,1212,813,2172
143,2020-10-30 04:00:00,FLOYD,1974,442,29,-,-,-,5,1653,599,1768,1736,4103
54,2020-10-30 04:00:00,FORSYTH,3238,167,181,-,-,-,3,1299,772,2765,1351,4888
103,2020-10-30 04:00:00,FRANKLIN,640,88,5,-,-,-,0,226,60,655,244,959
15,2020-10-30 04:00:00,FULTON,9597,12490,627,-,-,-,24,8917,3400,19106,9149,31655
53,2020-10-30 04:00:00,GILMER,903,4,6,-,-,-,0,149,217,683,162,1062
57,2020-10-30 04:00:00,GLASCOCK,34,8,0,-,-,-,0,9,0,39,12,51
58,2020-10-30 04:00:00,GLYNN,2059,931,33,-,-,-,0,763,540,2618,628,3786
62,2020-10-30 04:00:00,GORDON,1303,85,27,-,-,-,6,1030,538,974,939,2451
61,2020-10-30 04:00:00,GRADY,477,266,0,-,-,-,1,127,227,533,111,871
104,2020-10-30 04:00:00,GREENE,232,228,0,-,-,-,0,122,29,356,197,582
60,2020-10-30 04:00:00,GWINNETT,11396,5445,1611,-,-,-,27,12623,8772,12083,10247,31102
63,2020-10-30 04:00:00,HABERSHAM,1380,44,26,-,-,-,0,456,408,1094,404,1906
137,2020-10-30 04:00:00,HALL,6246,629,59,-,-,-,1,3902,3494,5099,2244,10837
108,2020-10-30 04:00:00,HANCOCK,74,275,0,-,-,-,0,68,3,311,103,417
64,2020-10-30 04:00:00,HARALSON,520,17,0,-,-,-,0,135,5,296,371,672
138,2020-10-30 04:00:00,HARRIS,508,213,7,-,-,-,0,127,26,657,172,855
105,2020-10-30 04:00:00,HART,335,129,9,-,-,-,1,126,39,427,134,600
59,2020-10-30 04:00:00,HEARD,160,41,0,-,-,-,0,39,2,173,65,240
11,2020-10-30 04:00:00,HENRY,1655,2710,109,-,-,-,9,1876,398,3518,2443,6359
141,2020-10-30 04:00:00,HOUSTON,1342,1187,44,-,-,-,3,1147,194,2325,1204,3723
67,2020-10-30 04:00:00,IRWIN,150,98,0,-,-,-,0,112,23,238,99,360
126,2020-10-30 04:00:00,JACKSON,1645,146,49,-,-,-,2,615,235,1571,651,2457
139,2020-10-30 04:00:00,JASPER,141,59,0,-,-,-,0,49,4,183,62,249
140,2020-10-30 04:00:00,JEFF DAVIS,508,74,3,-,-,-,0,224,97,485,227,809
20,2020-10-30 04:00:00,JEFFERSON,225,495,1,-,-,-,3,134,25,641,192,858
70,2020-10-30 04:00:00,JENKINS,204,218,1,-,-,-,0,49,23,388,61,472
149,2020-10-30 04:00:00,JOHNSON,249,169,0,-,-,-,0,23,6,377,58,441
148,2020-10-30 04:00:00,JONES,362,171,0,-,-,-,0,121,5,466,183,654
145,2020-10-30 04:00:00,LAMAR,221,118,1,-,-,-,1,89,5,300,125,430
71,2020-10-30 04:00:00,LANIER,116,54,0,-,-,-,0,150,33,172,115,320
69,2020-10-30 04:00:00,LAURENS,1014,836,8,-,-,-,1,172,24,1731,276,2031
146,2020-10-30 04:00:00,LEE,389,263,5,-,-,-,0,98,15,581,159,755
147,2020-10-30 04:00:00,LIBERTY,366,626,20,-,-,-,1,277,79,891,320,1290
119,2020-10-30 04:00:00,LINCOLN,90,76,0,-,-,-,0,71,2,139,96,237
68,2020-10-30 04:00:00,LONG,164,74,1,-,-,-,0,39,22,210,46,278
6,2020-10-30 04:00:00,LOWNDES,1524,1463,25,-,-,-,3,1507,245,2950,1327,4522
65,2020-10-30 04:00:00,LUMPKIN,915,17,4,-,-,-,0,127,42,891,130,1063
7,2020-10-30 04:00:00,MACON,51,120,1,-,-,-,0,83,24,177,54,255
99,2020-10-30 04:00:00,MADISON,471,80,6,-,-,-,0,255,83,459,270,812
144,2020-10-30 04:00:00,MARION,76,78,2,-,-,-,0,49,23,146,36,205
66,2020-10-30 04:00:00,MCDUFFIE,228,264,2,-,-,-,0,204,27,400,271,698
128,2020-10-30 04:00:00,MCINTOSH,160,128,0,-,-,-,0,28,3,271,42,316
74,2020-10-30 04:00:00,MERIWETHER,202,339,3,-,-,-,1,54,3,496,100,599
13,2020-10-30 04:00:00,MILLER,161,126,0,-,-,-,0,29,10,273,33,316
152,2020-10-30 04:00:00,MITCHELL,313,445,3,-,-,-,0,88,60,619,170,849
17,2020-10-30 04:00:00,MONROE,358,255,1,-,-,-,1,156,14,566,191,771
153,2020-10-30 04:00:00,MONTGOMERY,257,87,0,-,-,-,0,33,33,306,38,377
158,2020-10-30 04:00:00,MORGAN,254,179,0,-,-,-,1,105,8,346,185,539
129,2020-10-30 04:00:00,MURRAY,815,7,1,-,-,-,0,270,316,554,223,1093
77,2020-10-30 04:00:00,MUSCOGEE,1965,2782,69,-,-,-,8,1590,437,4281,1696,6414
151,2020-10-30 04:00:00,NEWTON,907,1248,12,-,-,-,2,749,211,1824,883,2918
2,2020-10-30 04:00:00,NON-GEORGIA RESIDENT,3045,1814,100,-,-,-,8,9996,681,3601,10681,14963
72,2020-10-30 04:00:00,OCONEE,615,44,13,-,-,-,0,199,56,550,265,871
73,2020-10-30 04:00:00,OGLETHORPE,219,103,1,-,-,-,0,107,30,286,114,430
76,2020-10-30 04:00:00,PAULDING,1653,723,16,-,-,-,8,845,296,1465,1484,3245
75,2020-10-30 04:00:00,PEACH,228,369,4,-,-,-,0,201,39,531,232,802
10,2020-10-30 04:00:00,PICKENS,703,7,2,-,-,-,0,104,23,630,163,816
122,2020-10-30 04:00:00,PIERCE,453,86,0,-,-,-,0,149,32,500,156,688
117,2020-10-30 04:00:00,PIKE,270,44,1,-,-,-,0,80,15,290,90,395
150,2020-10-30 04:00:00,POLK,768,154,8,-,-,-,6,812,341,673,734,1748
18,2020-10-30 04:00:00,PULASKI,151,163,2,-,-,-,1,26,5,259,79,343
125,2020-10-30 04:00:00,PUTNAM,322,280,4,-,-,-,0,211,69,471,277,817
114,2020-10-30 04:00:00,QUITMAN,3,33,0,-,-,-,0,6,0,36,6,42
83,2020-10-30 04:00:00,RABUN,336,6,0,-,-,-,0,93,50,288,97,435
16,2020-10-30 04:00:00,RANDOLPH,62,183,1,-,-,-,1,93,5,280,55,340
84,2020-10-30 04:00:00,RICHMOND,2061,4092,65,-,-,-,0,1897,253,5707,2155,8115
79,2020-10-30 04:00:00,ROCKDALE,503,1091,25,-,-,-,1,549,260,1221,688,2169
82,2020-10-30 04:00:00,SCHLEY,56,44,1,-,-,-,0,8,2,102,5,109
78,2020-10-30 04:00:00,SCREVEN,159,200,6,-,-,-,0,87,8,347,97,452
80,2020-10-30 04:00:00,SEMINOLE,204,162,0,-,-,-,0,30,8,350,38,396
81,2020-10-30 04:00:00,SPALDING,740,524,10,-,-,-,1,354,81,1047,501,1629
154,2020-10-30 04:00:00,STEPHENS,923,130,9,-,-,-,0,231,24,1028,241,1293
85,2020-10-30 04:00:00,STEWART,49,129,4,-,-,-,0,389,299,179,93,571
12,2020-10-30 04:00:00,SUMTER,259,448,3,-,-,-,0,257,57,721,189,967
90,2020-10-30 04:00:00,TALBOT,49,108,0,-,-,-,0,19,0,154,22,176
88,2020-10-30 04:00:00,TALIAFERRO,11,19,0,-,-,-,0,1,1,28,2,31
89,2020-10-30 04:00:00,TATTNALL,469,140,1,-,-,-,0,344,126,510,318,954
155,2020-10-30 04:00:00,TAYLOR,85,115,0,-,-,-,1,36,2,204,31,237
87,2020-10-30 04:00:00,TELFAIR,297,120,1,-,-,-,1,85,32,356,116,504
156,2020-10-30 04:00:00,TERRELL,60,257,2,-,-,-,0,22,4,291,46,341
86,2020-10-30 04:00:00,THOMAS,739,775,9,-,-,-,2,94,57,1374,188,1619
95,2020-10-30 04:00:00,TIFT,876,553,12,-,-,-,1,539,298,1383,300,1981
96,2020-10-30 04:00:00,TOOMBS,586,267,7,-,-,-,2,656,154,833,531,1518
94,2020-10-30 04:00:00,TOWNS,389,4,4,-,-,-,1,57,16,374,65,455
97,2020-10-30 04:00:00,TREUTLEN,179,119,3,-,-,-,0,16,1,281,35,317
92,2020-10-30 04:00:00,TROUP,941,1438,13,-,-,-,1,675,96,1997,975,3068
124,2020-10-30 04:00:00,TURNER,109,158,1,-,-,-,0,70,11,260,67,338
93,2020-10-30 04:00:00,TWIGGS,44,144,1,-,-,-,0,33,2,167,53,222
120,2020-10-30 04:00:00,UNION,816,5,1,-,-,-,1,88,15,772,124,911
0,2020-10-30 04:00:00,UNKNOWN,160,66,11,-,-,-,0,1634,70,190,1611,1871
91,2020-10-30 04:00:00,UPSON,374,307,1,-,-,-,0,162,16,674,154,844
161,2020-10-30 04:00:00,WALKER,1194,95,11,-,-,-,1,640,58,1013,870,1941
22,2020-10-30 04:00:00,WALTON,1251,479,30,-,-,-,4,624,109,1513,766,2388
100,2020-10-30 04:00:00,WARE,762,520,7,-,-,-,1,474,74,1143,547,1764
115,2020-10-30 04:00:00,WARREN,32,105,0,-,-,-,0,32,1,125,43,169
159,2020-10-30 04:00:00,WASHINGTON,247,382,0,-,-,-,0,163,16,544,232,792
160,2020-10-30 04:00:00,WAYNE,576,146,6,-,-,-,1,533,48,652,562,1262
118,2020-10-30 04:00:00,WEBSTER,14,29,0,-,-,-,0,1,0,43,1,44
157,2020-10-30 04:00:00,WHEELER,148,69,2,-,-,-,0,151,6,203,161,370
14,2020-10-30 04:00:00,WHITE,886,19,1,-,-,-,0,115,16,840,165,1021
98,2020-10-30 04:00:00,WHITFIELD,3555,146,40,-,-,-,0,1905,2769,1593,1284,5646
8,2020-10-30 04:00:00,WILCOX,131,112,1,-,-,-,0,15,6,226,27,259
101,2020-10-30 04:00:00,WILKES,137,135,0,-,-,-,0,43,22,251,42,315
116,2020-10-30 04:00:00,WILKINSON,134,166,0,-,-,-,0,72,4,268,100,372
112,2020-10-30 04:00:00,WORTH,277,291,1,-,-,-,0,41,9,532,69,610
