,date_received,county,white,black,asian,american_indian,native_hawaiian,two_plus_races,other_race,unknown_race,hispanic,non_hispanic,unknown_eth,cum_cases
68,2020-10-29 04:00:00,LANIER,116,54,0,-,-,-,0,150,33,172,115,320
67,2020-10-29 04:00:00,LAURENS,1007,834,8,-,-,-,1,169,24,1723,272,2019
148,2020-10-29 04:00:00,LEE,385,258,5,-,-,-,0,104,15,572,165,752
145,2020-10-29 04:00:00,LIBERTY,365,625,18,-,-,-,1,277,79,889,318,1286
123,2020-10-29 04:00:00,LINCOLN,89,75,0,-,-,-,0,73,2,137,98,237
70,2020-10-29 04:00:00,LONG,164,74,1,-,-,-,0,39,22,210,46,278
10,2020-10-29 04:00:00,LOWNDES,1509,1450,24,-,-,-,3,1517,245,2922,1336,4503
71,2020-10-29 04:00:00,LUMPKIN,912,17,4,-,-,-,0,125,42,887,129,1058
11,2020-10-29 04:00:00,MACON,50,118,1,-,-,-,0,83,24,174,54,252
99,2020-10-29 04:00:00,MADISON,467,79,6,-,-,-,0,247,83,450,266,799
146,2020-10-29 04:00:00,MARION,74,78,2,-,-,-,0,47,22,145,34,201
69,2020-10-29 04:00:00,MCDUFFIE,225,260,2,-,-,-,0,203,27,394,269,690
125,2020-10-29 04:00:00,MCINTOSH,157,128,0,-,-,-,0,28,3,268,42,313
77,2020-10-29 04:00:00,MERIWETHER,202,338,3,-,-,-,1,54,3,495,100,598
15,2020-10-29 04:00:00,MILLER,161,125,0,-,-,-,0,30,10,271,35,316
144,2020-10-29 04:00:00,MITCHELL,314,443,3,-,-,-,0,90,60,618,172,850
16,2020-10-29 04:00:00,MONROE,354,255,1,-,-,-,1,156,13,563,191,767
151,2020-10-29 04:00:00,MONTGOMERY,256,85,0,-,-,-,0,34,33,304,38,375
161,2020-10-29 04:00:00,MORGAN,252,178,0,-,-,-,1,105,8,343,185,536
129,2020-10-29 04:00:00,MURRAY,800,6,1,-,-,-,0,264,316,536,219,1071
74,2020-10-29 04:00:00,MUSCOGEE,1956,2772,69,-,-,-,8,1593,437,4265,1696,6398
155,2020-10-29 04:00:00,NEWTON,899,1235,12,-,-,-,2,744,208,1801,883,2892
0,2020-10-29 04:00:00,NON-GEORGIA RESIDENT,3019,1809,100,-,-,-,8,9966,681,3580,10641,14902
75,2020-10-29 04:00:00,OCONEE,613,44,13,-,-,-,0,199,56,548,265,869
76,2020-10-29 04:00:00,OGLETHORPE,217,101,1,-,-,-,0,108,30,281,116,427
73,2020-10-29 04:00:00,PAULDING,1625,713,16,-,-,-,8,842,293,1438,1473,3204
72,2020-10-29 04:00:00,PEACH,226,361,4,-,-,-,0,199,39,520,231,790
6,2020-10-29 04:00:00,PICKENS,692,7,2,-,-,-,0,106,23,623,161,807
121,2020-10-29 04:00:00,PIERCE,452,86,0,-,-,-,0,148,32,499,155,686
112,2020-10-29 04:00:00,PIKE,269,44,1,-,-,-,0,81,15,289,91,395
152,2020-10-29 04:00:00,POLK,764,153,8,-,-,-,6,805,340,666,730,1736
17,2020-10-29 04:00:00,PULASKI,151,162,2,-,-,-,1,27,5,258,80,343
128,2020-10-29 04:00:00,PUTNAM,319,278,3,-,-,-,0,209,67,466,276,809
113,2020-10-29 04:00:00,QUITMAN,3,33,0,-,-,-,0,5,0,36,5,41
82,2020-10-29 04:00:00,RABUN,335,6,0,-,-,-,0,93,50,287,97,434
13,2020-10-29 04:00:00,RANDOLPH,62,181,1,-,-,-,1,95,5,278,57,340
83,2020-10-29 04:00:00,RICHMOND,2036,4050,63,-,-,-,0,1894,251,5638,2154,8043
84,2020-10-29 04:00:00,ROCKDALE,500,1076,25,-,-,-,1,549,259,1203,689,2151
78,2020-10-29 04:00:00,SCHLEY,56,44,1,-,-,-,0,8,2,102,5,109
80,2020-10-29 04:00:00,SCREVEN,159,199,6,-,-,-,0,88,8,346,98,452
81,2020-10-29 04:00:00,SEMINOLE,204,161,0,-,-,-,0,29,8,349,37,394
79,2020-10-29 04:00:00,SPALDING,732,519,10,-,-,-,1,355,80,1034,503,1617
153,2020-10-29 04:00:00,STEPHENS,920,129,9,-,-,-,0,230,24,1024,240,1288
87,2020-10-29 04:00:00,STEWART,47,129,4,-,-,-,0,389,299,177,93,569
7,2020-10-29 04:00:00,SUMTER,257,443,3,-,-,-,0,258,57,715,189,961
85,2020-10-29 04:00:00,TALBOT,49,108,0,-,-,-,0,19,0,154,22,176
86,2020-10-29 04:00:00,TALIAFERRO,11,18,0,-,-,-,0,1,1,27,2,30
91,2020-10-29 04:00:00,TATTNALL,467,140,1,-,-,-,0,339,125,505,317,947
156,2020-10-29 04:00:00,TAYLOR,85,113,0,-,-,-,1,36,2,202,31,235
88,2020-10-29 04:00:00,TELFAIR,297,120,1,-,-,-,1,83,32,356,114,502
154,2020-10-29 04:00:00,TERRELL,60,257,2,-,-,-,0,22,4,291,46,341
89,2020-10-29 04:00:00,THOMAS,738,772,9,-,-,-,2,94,57,1370,188,1615
90,2020-10-29 04:00:00,TIFT,874,545,12,-,-,-,1,541,298,1373,302,1973
92,2020-10-29 04:00:00,TOOMBS,581,265,7,-,-,-,2,656,152,825,534,1511
94,2020-10-29 04:00:00,TOWNS,382,4,4,-,-,-,1,57,16,367,65,448
96,2020-10-29 04:00:00,TREUTLEN,179,117,3,-,-,-,0,17,1,278,37,316
97,2020-10-29 04:00:00,TROUP,938,1438,13,-,-,-,1,674,96,1995,973,3064
127,2020-10-29 04:00:00,TURNER,109,158,1,-,-,-,0,70,11,260,67,338
93,2020-10-29 04:00:00,TWIGGS,43,143,1,-,-,-,0,33,2,165,53,220
120,2020-10-29 04:00:00,UNION,812,5,1,-,-,-,1,88,15,768,124,907
4,2020-10-29 04:00:00,UNKNOWN,150,52,9,-,-,-,0,1616,67,162,1598,1827
95,2020-10-29 04:00:00,UPSON,373,304,1,-,-,-,0,162,16,670,154,840
157,2020-10-29 04:00:00,WALKER,1179,95,11,-,-,-,1,636,56,1002,864,1922
19,2020-10-29 04:00:00,WALTON,1244,474,30,-,-,-,4,622,109,1499,766,2374
100,2020-10-29 04:00:00,WARE,753,517,7,-,-,-,1,477,73,1131,551,1755
114,2020-10-29 04:00:00,WARREN,32,105,0,-,-,-,0,32,1,125,43,169
159,2020-10-29 04:00:00,WASHINGTON,245,371,0,-,-,-,0,162,16,534,228,778
160,2020-10-29 04:00:00,WAYNE,570,144,6,-,-,-,1,537,47,645,566,1258
122,2020-10-29 04:00:00,WEBSTER,14,29,0,-,-,-,0,1,0,43,1,44
158,2020-10-29 04:00:00,WHEELER,148,69,2,-,-,-,0,151,6,203,161,370
18,2020-10-29 04:00:00,WHITE,882,19,1,-,-,-,0,111,16,836,161,1013
101,2020-10-29 04:00:00,WHITFIELD,3524,143,39,-,-,-,0,1857,2756,1555,1252,5563
8,2020-10-29 04:00:00,WILCOX,131,111,1,-,-,-,0,15,6,225,27,258
104,2020-10-29 04:00:00,WILKES,133,130,0,-,-,-,0,43,21,243,42,306
115,2020-10-29 04:00:00,WILKINSON,134,166,0,-,-,-,0,71,4,266,101,371
111,2020-10-29 04:00:00,WORTH,276,289,1,-,-,-,0,43,9,529,71,609
