,date_received,county,white,black,asian,american_indian,native_hawaiian,two_plus_races,other_race,unknown_race,hispanic,non_hispanic,unknown_eth,cum_cases
136,2020-10-28 04:00:00,DAWSON,791,8,2,-,-,-,1,120,59,724,139,922
46,2020-10-28 04:00:00,DECATUR,591,509,1,-,-,-,1,202,119,921,264,1304
115,2020-10-28 04:00:00,DEKALB,4828,9614,1075,-,-,-,12,5806,3194,11929,6212,21335
123,2020-10-28 04:00:00,DODGE,358,208,2,-,-,-,0,52,8,525,87,620
47,2020-10-28 04:00:00,DOOLY,115,194,1,-,-,-,0,65,31,288,56,375
48,2020-10-28 04:00:00,DOUGHERTY,579,2391,15,-,-,-,0,320,75,2586,644,3305
128,2020-10-28 04:00:00,DOUGLAS,1303,1885,69,-,-,-,1,877,608,2716,811,4135
51,2020-10-28 04:00:00,EARLY,137,338,1,-,-,-,0,79,6,433,116,555
57,2020-10-28 04:00:00,ECHOLS,87,7,1,-,-,-,0,151,117,65,64,246
103,2020-10-28 04:00:00,EFFINGHAM,1155,331,12,-,-,-,0,337,84,1342,409,1835
24,2020-10-28 04:00:00,ELBERT,321,303,4,-,-,-,0,132,44,578,138,760
58,2020-10-28 04:00:00,EMANUEL,497,343,7,-,-,-,1,361,33,771,405,1209
52,2020-10-28 04:00:00,EVANS,203,123,1,-,-,-,0,160,72,285,130,487
137,2020-10-28 04:00:00,FANNIN,730,2,0,-,-,-,0,103,36,669,130,835
133,2020-10-28 04:00:00,FAYETTE,854,551,32,-,-,-,2,696,146,1176,813,2135
138,2020-10-28 04:00:00,FLOYD,1936,436,29,-,-,-,5,1634,592,1739,1709,4040
56,2020-10-28 04:00:00,FORSYTH,3164,166,177,-,-,-,3,1282,760,2691,1341,4792
100,2020-10-28 04:00:00,FRANKLIN,625,88,5,-,-,-,0,219,59,642,236,937
18,2020-10-28 04:00:00,FULTON,9407,12316,613,-,-,-,24,8955,3362,18726,9227,31315
53,2020-10-28 04:00:00,GILMER,888,4,6,-,-,-,0,154,217,669,166,1052
54,2020-10-28 04:00:00,GLASCOCK,33,8,0,-,-,-,0,9,0,38,12,50
55,2020-10-28 04:00:00,GLYNN,2035,918,33,-,-,-,0,765,538,2587,626,3751
63,2020-10-28 04:00:00,GORDON,1279,84,27,-,-,-,6,1018,534,951,929,2414
64,2020-10-28 04:00:00,GRADY,474,262,0,-,-,-,1,129,227,525,114,866
108,2020-10-28 04:00:00,GREENE,229,226,0,-,-,-,0,121,29,349,198,576
65,2020-10-28 04:00:00,GWINNETT,11240,5351,1589,-,-,-,25,12541,8683,11857,10206,30746
62,2020-10-28 04:00:00,HABERSHAM,1368,44,26,-,-,-,0,459,405,1084,408,1897
139,2020-10-28 04:00:00,HALL,6176,624,57,-,-,-,1,3882,3474,5032,2234,10740
110,2020-10-28 04:00:00,HANCOCK,74,270,0,-,-,-,0,69,3,308,102,413
61,2020-10-28 04:00:00,HARALSON,512,17,0,-,-,-,0,130,4,286,369,659
140,2020-10-28 04:00:00,HARRIS,503,212,7,-,-,-,1,129,25,652,175,852
107,2020-10-28 04:00:00,HART,321,126,9,-,-,-,1,121,38,411,129,578
59,2020-10-28 04:00:00,HEARD,157,41,0,-,-,-,0,36,2,170,62,234
7,2020-10-28 04:00:00,HENRY,1625,2655,107,-,-,-,10,1872,384,3444,2441,6269
144,2020-10-28 04:00:00,HOUSTON,1296,1148,43,-,-,-,3,1150,193,2239,1208,3640
60,2020-10-28 04:00:00,IRWIN,150,97,0,-,-,-,0,111,23,237,98,358
130,2020-10-28 04:00:00,JACKSON,1617,146,49,-,-,-,2,594,231,1548,629,2408
143,2020-10-28 04:00:00,JASPER,139,59,0,-,-,-,0,51,4,181,64,249
141,2020-10-28 04:00:00,JEFF DAVIS,477,75,3,-,-,-,0,246,82,465,254,801
25,2020-10-28 04:00:00,JEFFERSON,224,496,1,-,-,-,3,133,25,641,191,857
68,2020-10-28 04:00:00,JENKINS,204,217,1,-,-,-,0,50,23,387,62,472
142,2020-10-28 04:00:00,JOHNSON,249,169,0,-,-,-,0,23,6,377,58,441
149,2020-10-28 04:00:00,JONES,357,168,0,-,-,-,0,122,5,459,183,647
150,2020-10-28 04:00:00,LAMAR,218,115,0,-,-,-,1,90,5,293,126,424
66,2020-10-28 04:00:00,LANIER,116,54,0,-,-,-,0,149,33,172,114,319
71,2020-10-28 04:00:00,LAURENS,1007,831,8,-,-,-,1,167,24,1720,270,2014
147,2020-10-28 04:00:00,LEE,385,257,5,-,-,-,0,101,15,572,161,748
148,2020-10-28 04:00:00,LIBERTY,365,622,18,-,-,-,1,282,79,887,322,1288
119,2020-10-28 04:00:00,LINCOLN,87,75,0,-,-,-,0,73,2,137,96,235
69,2020-10-28 04:00:00,LONG,164,73,1,-,-,-,0,39,20,210,47,277
11,2020-10-28 04:00:00,LOWNDES,1501,1442,24,-,-,-,4,1525,243,2913,1340,4496
70,2020-10-28 04:00:00,LUMPKIN,907,17,4,-,-,-,0,125,42,883,128,1053
12,2020-10-28 04:00:00,MACON,50,118,1,-,-,-,0,83,24,174,54,252
101,2020-10-28 04:00:00,MADISON,465,78,6,-,-,-,0,249,83,449,266,798
146,2020-10-28 04:00:00,MARION,74,78,2,-,-,-,0,47,22,145,34,201
67,2020-10-28 04:00:00,MCDUFFIE,225,256,2,-,-,-,0,206,27,390,272,689
131,2020-10-28 04:00:00,MCINTOSH,155,127,0,-,-,-,0,28,3,265,42,310
74,2020-10-28 04:00:00,MERIWETHER,202,336,3,-,-,-,1,55,3,494,100,597
17,2020-10-28 04:00:00,MILLER,160,124,0,-,-,-,0,30,10,269,35,314
145,2020-10-28 04:00:00,MITCHELL,314,443,3,-,-,-,0,88,60,618,170,848
13,2020-10-28 04:00:00,MONROE,352,254,1,-,-,-,1,157,13,560,192,765
153,2020-10-28 04:00:00,MONTGOMERY,255,85,0,-,-,-,0,35,33,303,39,375
161,2020-10-28 04:00:00,MORGAN,252,177,0,-,-,-,1,105,8,341,186,535
127,2020-10-28 04:00:00,MURRAY,790,6,1,-,-,-,0,267,315,526,223,1064
77,2020-10-28 04:00:00,MUSCOGEE,1941,2761,69,-,-,-,8,1611,437,4248,1705,6390
154,2020-10-28 04:00:00,NEWTON,891,1223,12,-,-,-,2,750,207,1786,885,2878
0,2020-10-28 04:00:00,NON-GEORGIA RESIDENT,3016,1801,100,-,-,-,8,9908,683,3569,10581,14833
78,2020-10-28 04:00:00,OCONEE,614,44,13,-,-,-,0,200,56,549,266,871
72,2020-10-28 04:00:00,OGLETHORPE,215,101,1,-,-,-,0,108,30,279,116,425
73,2020-10-28 04:00:00,PAULDING,1619,707,16,-,-,-,8,843,292,1432,1469,3193
75,2020-10-28 04:00:00,PEACH,223,358,4,-,-,-,0,201,38,514,234,786
10,2020-10-28 04:00:00,PICKENS,683,7,2,-,-,-,0,113,23,616,166,805
124,2020-10-28 04:00:00,PIERCE,448,86,0,-,-,-,0,148,32,495,155,682
111,2020-10-28 04:00:00,PIKE,267,43,1,-,-,-,0,82,15,286,92,393
155,2020-10-28 04:00:00,POLK,756,152,8,-,-,-,6,806,339,660,729,1728
14,2020-10-28 04:00:00,PULASKI,152,160,2,-,-,-,1,28,5,257,81,343
125,2020-10-28 04:00:00,PUTNAM,316,276,3,-,-,-,0,213,66,461,281,808
116,2020-10-28 04:00:00,QUITMAN,3,33,0,-,-,-,0,5,0,36,5,41
76,2020-10-28 04:00:00,RABUN,334,6,0,-,-,-,0,92,49,286,97,432
16,2020-10-28 04:00:00,RANDOLPH,62,180,1,-,-,-,1,95,5,277,57,339
81,2020-10-28 04:00:00,RICHMOND,2027,4033,63,-,-,-,0,1889,250,5613,2149,8012
84,2020-10-28 04:00:00,ROCKDALE,493,1058,24,-,-,-,1,572,258,1198,692,2148
82,2020-10-28 04:00:00,SCHLEY,56,44,1,-,-,-,0,8,2,102,5,109
83,2020-10-28 04:00:00,SCREVEN,159,199,6,-,-,-,0,86,8,346,96,450
79,2020-10-28 04:00:00,SEMINOLE,203,162,0,-,-,-,0,30,8,349,38,395
80,2020-10-28 04:00:00,SPALDING,730,516,10,-,-,-,1,354,80,1030,501,1611
151,2020-10-28 04:00:00,STEPHENS,918,129,9,-,-,-,0,231,24,1022,241,1287
90,2020-10-28 04:00:00,STEWART,46,128,4,-,-,-,0,390,299,175,94,568
6,2020-10-28 04:00:00,SUMTER,257,443,3,-,-,-,0,258,57,715,189,961
91,2020-10-28 04:00:00,TALBOT,49,107,0,-,-,-,0,19,0,153,22,175
89,2020-10-28 04:00:00,TALIAFERRO,11,18,0,-,-,-,0,1,1,27,2,30
86,2020-10-28 04:00:00,TATTNALL,463,139,1,-,-,-,0,339,124,500,318,942
156,2020-10-28 04:00:00,TAYLOR,85,113,0,-,-,-,1,36,2,202,31,235
87,2020-10-28 04:00:00,TELFAIR,299,119,1,-,-,-,1,90,33,358,119,510
157,2020-10-28 04:00:00,TERRELL,60,256,2,-,-,-,0,22,4,290,46,340
88,2020-10-28 04:00:00,THOMAS,734,772,9,-,-,-,1,94,57,1365,188,1610
85,2020-10-28 04:00:00,TIFT,873,543,12,-,-,-,1,540,298,1370,301,1969
95,2020-10-28 04:00:00,TOOMBS,577,263,7,-,-,-,2,657,152,818,536,1506
97,2020-10-28 04:00:00,TOWNS,377,4,4,-,-,-,1,58,16,363,65,444
98,2020-10-28 04:00:00,TREUTLEN,177,117,3,-,-,-,0,18,1,276,38,315
94,2020-10-28 04:00:00,TROUP,934,1433,13,-,-,-,1,673,95,1991,968,3054
129,2020-10-28 04:00:00,TURNER,109,158,1,-,-,-,0,70,11,260,67,338
96,2020-10-28 04:00:00,TWIGGS,42,143,1,-,-,-,0,34,2,163,55,220
121,2020-10-28 04:00:00,UNION,799,5,1,-,-,-,1,89,15,756,124,895
1,2020-10-28 04:00:00,UNKNOWN,162,66,9,-,-,-,0,1650,70,180,1637,1887
92,2020-10-28 04:00:00,UPSON,373,304,1,-,-,-,0,165,16,670,157,843
152,2020-10-28 04:00:00,WALKER,1171,94,11,-,-,-,1,633,56,992,862,1910
23,2020-10-28 04:00:00,WALTON,1235,472,29,-,-,-,4,625,109,1489,767,2365
93,2020-10-28 04:00:00,WARE,748,516,7,-,-,-,1,473,73,1126,546,1745
117,2020-10-28 04:00:00,WARREN,30,103,0,-,-,-,0,34,1,121,45,167
158,2020-10-28 04:00:00,WASHINGTON,243,367,0,-,-,-,0,166,16,531,229,776
159,2020-10-28 04:00:00,WAYNE,564,143,6,-,-,-,1,540,47,638,569,1254
118,2020-10-28 04:00:00,WEBSTER,14,28,0,-,-,-,0,2,0,42,2,44
160,2020-10-28 04:00:00,WHEELER,147,69,2,-,-,-,0,151,6,202,161,369
15,2020-10-28 04:00:00,WHITE,879,19,1,-,-,-,0,112,16,833,162,1011
102,2020-10-28 04:00:00,WHITFIELD,3486,142,39,-,-,-,0,1855,2740,1529,1253,5522
8,2020-10-28 04:00:00,WILCOX,130,111,1,-,-,-,0,15,6,224,27,257
99,2020-10-28 04:00:00,WILKES,131,129,0,-,-,-,0,43,21,240,42,303
112,2020-10-28 04:00:00,WILKINSON,131,166,0,-,-,-,0,71,4,264,100,368
114,2020-10-28 04:00:00,WORTH,275,290,1,-,-,-,0,43,9,529,71,609
