,date_received,county,white,black,asian,american_indian,native_hawaiian,two_plus_races,other_race,unknown_race,hispanic,non_hispanic,unknown_eth,cum_cases
100,2020-10-25 04:00:00,CARROLL,1734,706,7,-,-,-,1,905,222,1435,1696,3353
33,2020-10-25 04:00:00,CATOOSA,873,42,5,-,-,-,2,491,45,738,630,1413
39,2020-10-25 04:00:00,CHARLTON,200,130,5,-,-,-,0,311,98,247,301,646
37,2020-10-25 04:00:00,CHATHAM,3642,3664,140,-,-,-,11,1885,591,6609,2142,9342
38,2020-10-25 04:00:00,CHATTAHOOCHEE,1199,216,29,-,-,-,0,299,99,589,1055,1743
40,2020-10-25 04:00:00,CHATTOOGA,409,72,3,-,-,-,4,445,78,371,484,933
134,2020-10-25 04:00:00,CHEROKEE,4897,381,70,-,-,-,2,1707,1251,3965,1841,7057
4,2020-10-25 04:00:00,CLARKE,3205,872,188,-,-,-,0,1443,704,3517,1487,5708
138,2020-10-25 04:00:00,CLAY,25,78,0,-,-,-,1,20,4,103,17,124
45,2020-10-25 04:00:00,CLAYTON,916,4333,207,-,-,-,4,2708,1199,4105,2864,8168
42,2020-10-25 04:00:00,CLINCH,179,128,0,-,-,-,0,140,16,291,140,447
43,2020-10-25 04:00:00,COBB,9012,5299,523,-,-,-,17,6963,4762,11009,6043,21814
3,2020-10-25 04:00:00,COFFEE,992,538,5,-,-,-,2,707,284,1254,706,2244
44,2020-10-25 04:00:00,COLQUITT,1135,408,8,-,-,-,1,571,741,1094,288,2123
6,2020-10-25 04:00:00,COLUMBIA,2084,834,101,-,-,-,2,1330,163,2644,1544,4351
102,2020-10-25 04:00:00,COOK,248,150,1,-,-,-,0,183,50,393,139,582
41,2020-10-25 04:00:00,COWETA,1428,655,20,-,-,-,1,853,294,1787,876,2957
107,2020-10-25 04:00:00,CRAWFORD,81,67,0,-,-,-,0,47,1,132,62,195
49,2020-10-25 04:00:00,CRISP,199,288,2,-,-,-,1,152,33,458,151,642
50,2020-10-25 04:00:00,DADE,224,7,5,-,-,-,0,112,15,188,145,348
139,2020-10-25 04:00:00,DAWSON,780,9,3,-,-,-,1,116,58,716,135,909
48,2020-10-25 04:00:00,DECATUR,579,505,1,-,-,-,1,205,119,910,262,1291
117,2020-10-25 04:00:00,DEKALB,4721,9438,1064,-,-,-,12,5814,3151,11711,6187,21049
113,2020-10-25 04:00:00,DODGE,350,198,2,-,-,-,0,55,8,511,86,605
52,2020-10-25 04:00:00,DOOLY,110,193,1,-,-,-,0,66,31,283,56,370
46,2020-10-25 04:00:00,DOUGHERTY,575,2375,15,-,-,-,0,331,76,2574,646,3296
127,2020-10-25 04:00:00,DOUGLAS,1257,1804,67,-,-,-,2,948,589,2538,951,4078
47,2020-10-25 04:00:00,EARLY,132,333,1,-,-,-,0,85,6,423,122,551
51,2020-10-25 04:00:00,ECHOLS,87,7,1,-,-,-,0,151,117,65,64,246
105,2020-10-25 04:00:00,EFFINGHAM,1104,322,12,-,-,-,0,358,77,1293,426,1796
14,2020-10-25 04:00:00,ELBERT,312,300,4,-,-,-,0,151,44,566,157,767
59,2020-10-25 04:00:00,EMANUEL,489,335,7,-,-,-,1,370,33,756,413,1202
54,2020-10-25 04:00:00,EVANS,196,122,1,-,-,-,0,161,66,278,136,480
133,2020-10-25 04:00:00,FANNIN,723,2,0,-,-,-,0,97,36,661,125,822
137,2020-10-25 04:00:00,FAYETTE,826,543,30,-,-,-,2,722,154,1139,830,2123
135,2020-10-25 04:00:00,FLOYD,1860,413,29,-,-,-,5,1605,570,1668,1674,3912
55,2020-10-25 04:00:00,FORSYTH,3083,162,176,-,-,-,3,1276,748,2630,1322,4700
103,2020-10-25 04:00:00,FRANKLIN,606,85,4,-,-,-,0,229,58,624,242,924
16,2020-10-25 04:00:00,FULTON,9176,12122,602,-,-,-,23,9003,3317,18396,9213,30926
56,2020-10-25 04:00:00,GILMER,873,4,6,-,-,-,0,147,216,654,160,1030
53,2020-10-25 04:00:00,GLASCOCK,33,6,0,-,-,-,0,10,0,36,13,49
57,2020-10-25 04:00:00,GLYNN,1997,895,30,-,-,-,1,793,530,2537,649,3716
58,2020-10-25 04:00:00,GORDON,1206,80,27,-,-,-,6,1007,522,899,905,2326
61,2020-10-25 04:00:00,GRADY,471,254,0,-,-,-,1,127,227,515,111,853
106,2020-10-25 04:00:00,GREENE,223,225,0,-,-,-,0,121,28,344,197,569
60,2020-10-25 04:00:00,GWINNETT,11024,5239,1548,-,-,-,24,12548,8600,11594,10189,30383
63,2020-10-25 04:00:00,HABERSHAM,1344,44,25,-,-,-,0,457,403,1065,402,1870
136,2020-10-25 04:00:00,HALL,6046,612,57,-,-,-,1,3889,3446,4928,2231,10605
111,2020-10-25 04:00:00,HANCOCK,74,270,0,-,-,-,0,70,3,308,103,414
64,2020-10-25 04:00:00,HARALSON,489,16,0,-,-,-,0,130,4,272,359,635
142,2020-10-25 04:00:00,HARRIS,497,211,7,-,-,-,1,134,25,646,179,850
109,2020-10-25 04:00:00,HART,313,125,9,-,-,-,1,126,37,404,133,574
65,2020-10-25 04:00:00,HEARD,153,41,0,-,-,-,0,33,2,166,59,227
11,2020-10-25 04:00:00,HENRY,1566,2577,101,-,-,-,11,1908,382,3335,2446,6163
140,2020-10-25 04:00:00,HOUSTON,1243,1116,43,-,-,-,4,1182,189,2170,1229,3588
62,2020-10-25 04:00:00,IRWIN,147,97,0,-,-,-,0,113,22,236,99,357
129,2020-10-25 04:00:00,JACKSON,1557,144,48,-,-,-,2,610,231,1495,635,2361
143,2020-10-25 04:00:00,JASPER,139,59,0,-,-,-,0,48,4,181,61,246
144,2020-10-25 04:00:00,JEFF DAVIS,453,73,3,-,-,-,0,258,75,445,267,787
20,2020-10-25 04:00:00,JEFFERSON,221,495,1,-,-,-,3,133,25,636,192,853
68,2020-10-25 04:00:00,JENKINS,200,212,1,-,-,-,0,54,22,380,65,467
145,2020-10-25 04:00:00,JOHNSON,249,169,0,-,-,-,0,22,6,377,57,440
141,2020-10-25 04:00:00,JONES,351,164,0,-,-,-,0,127,5,450,187,642
150,2020-10-25 04:00:00,LAMAR,215,112,0,-,-,-,1,93,5,288,128,421
69,2020-10-25 04:00:00,LANIER,116,54,0,-,-,-,0,148,33,172,113,318
70,2020-10-25 04:00:00,LAURENS,972,820,8,-,-,-,1,174,24,1682,269,1975
151,2020-10-25 04:00:00,LEE,382,256,5,-,-,-,0,104,15,569,163,747
149,2020-10-25 04:00:00,LIBERTY,339,592,16,-,-,-,1,286,76,830,328,1234
120,2020-10-25 04:00:00,LINCOLN,87,73,0,-,-,-,0,74,2,136,96,234
67,2020-10-25 04:00:00,LONG,160,72,1,-,-,-,0,44,21,206,50,277
12,2020-10-25 04:00:00,LOWNDES,1463,1430,24,-,-,-,4,1530,238,2872,1341,4451
71,2020-10-25 04:00:00,LUMPKIN,894,16,4,-,-,-,0,124,42,870,126,1038
7,2020-10-25 04:00:00,MACON,50,112,1,-,-,-,0,85,24,168,56,248
101,2020-10-25 04:00:00,MADISON,452,74,6,-,-,-,0,251,83,433,267,783
152,2020-10-25 04:00:00,MARION,74,78,2,-,-,-,0,42,20,144,32,196
72,2020-10-25 04:00:00,MCDUFFIE,221,249,2,-,-,-,0,204,27,383,266,676
121,2020-10-25 04:00:00,MCINTOSH,149,123,0,-,-,-,0,32,3,256,45,304
66,2020-10-25 04:00:00,MERIWETHER,203,335,3,-,-,-,1,53,3,492,100,595
17,2020-10-25 04:00:00,MILLER,155,121,0,-,-,-,0,33,10,261,38,309
147,2020-10-25 04:00:00,MITCHELL,313,445,3,-,-,-,0,89,60,616,174,850
18,2020-10-25 04:00:00,MONROE,341,252,0,-,-,-,1,160,13,547,194,754
148,2020-10-25 04:00:00,MONTGOMERY,249,86,0,-,-,-,0,53,31,297,60,388
157,2020-10-25 04:00:00,MORGAN,247,176,0,-,-,-,1,101,8,334,183,525
126,2020-10-25 04:00:00,MURRAY,762,5,1,-,-,-,0,260,313,500,215,1028
75,2020-10-25 04:00:00,MUSCOGEE,1919,2734,69,-,-,-,10,1616,433,4211,1704,6348
146,2020-10-25 04:00:00,NEWTON,868,1202,12,-,-,-,2,766,205,1759,886,2850
2,2020-10-25 04:00:00,NON-GEORGIA RESIDENT,2716,1600,92,-,-,-,7,10025,648,3242,10550,14440
76,2020-10-25 04:00:00,OCONEE,601,43,13,-,-,-,0,208,56,537,272,865
77,2020-10-25 04:00:00,OGLETHORPE,210,99,1,-,-,-,0,106,30,272,114,416
79,2020-10-25 04:00:00,PAULDING,1567,694,16,-,-,-,8,844,287,1398,1444,3129
78,2020-10-25 04:00:00,PEACH,217,343,4,-,-,-,0,205,38,494,237,769
8,2020-10-25 04:00:00,PICKENS,654,5,2,-,-,-,0,102,23,589,151,763
114,2020-10-25 04:00:00,PIERCE,441,86,0,-,-,-,0,150,32,489,156,677
112,2020-10-25 04:00:00,PIKE,258,43,1,-,-,-,0,83,15,280,90,385
159,2020-10-25 04:00:00,POLK,730,146,8,-,-,-,6,811,335,635,731,1701
19,2020-10-25 04:00:00,PULASKI,148,157,2,-,-,-,1,27,5,253,77,335
130,2020-10-25 04:00:00,PUTNAM,300,271,3,-,-,-,0,214,66,443,279,788
108,2020-10-25 04:00:00,QUITMAN,3,30,0,-,-,-,0,5,0,34,4,38
73,2020-10-25 04:00:00,RABUN,329,6,0,-,-,-,0,90,49,281,95,425
15,2020-10-25 04:00:00,RANDOLPH,62,180,1,-,-,-,1,95,5,277,57,339
74,2020-10-25 04:00:00,RICHMOND,1980,3982,64,-,-,-,0,1900,248,5547,2131,7926
81,2020-10-25 04:00:00,ROCKDALE,471,1014,24,-,-,-,1,606,254,1164,698,2116
80,2020-10-25 04:00:00,SCHLEY,56,44,1,-,-,-,0,8,2,102,5,109
82,2020-10-25 04:00:00,SCREVEN,155,201,7,-,-,-,0,88,8,344,99,451
83,2020-10-25 04:00:00,SEMINOLE,202,161,0,-,-,-,0,29,8,347,37,392
85,2020-10-25 04:00:00,SPALDING,714,488,10,-,-,-,1,363,79,1002,495,1576
154,2020-10-25 04:00:00,STEPHENS,896,127,8,-,-,-,0,234,24,998,243,1265
84,2020-10-25 04:00:00,STEWART,45,129,4,-,-,-,0,357,299,174,62,535
9,2020-10-25 04:00:00,SUMTER,256,443,3,-,-,-,0,257,57,714,188,959
86,2020-10-25 04:00:00,TALBOT,49,106,0,-,-,-,0,19,0,152,22,174
87,2020-10-25 04:00:00,TALIAFERRO,9,17,0,-,-,-,0,1,0,24,3,27
90,2020-10-25 04:00:00,TATTNALL,445,136,1,-,-,-,0,340,119,482,321,922
155,2020-10-25 04:00:00,TAYLOR,80,111,0,-,-,-,1,37,2,195,32,229
88,2020-10-25 04:00:00,TELFAIR,295,115,1,-,-,-,1,90,33,351,118,502
153,2020-10-25 04:00:00,TERRELL,60,255,2,-,-,-,0,23,4,290,46,340
91,2020-10-25 04:00:00,THOMAS,727,767,9,-,-,-,1,96,57,1355,188,1600
92,2020-10-25 04:00:00,TIFT,855,538,12,-,-,-,1,544,295,1350,305,1950
89,2020-10-25 04:00:00,TOOMBS,558,261,7,-,-,-,2,649,148,797,532,1477
98,2020-10-25 04:00:00,TOWNS,365,4,4,-,-,-,1,57,16,352,63,431
96,2020-10-25 04:00:00,TREUTLEN,173,116,2,-,-,-,0,18,1,272,36,309
97,2020-10-25 04:00:00,TROUP,916,1430,13,-,-,-,1,684,95,1974,975,3044
128,2020-10-25 04:00:00,TURNER,109,156,1,-,-,-,0,68,11,257,66,334
93,2020-10-25 04:00:00,TWIGGS,40,141,1,-,-,-,0,34,2,160,54,216
123,2020-10-25 04:00:00,UNION,789,4,1,-,-,-,1,88,15,745,123,883
5,2020-10-25 04:00:00,UNKNOWN,187,87,10,-,-,-,1,1665,78,225,1647,1950
99,2020-10-25 04:00:00,UPSON,363,301,1,-,-,-,0,168,16,656,161,833
158,2020-10-25 04:00:00,WALKER,1125,88,11,-,-,-,1,636,55,947,859,1861
21,2020-10-25 04:00:00,WALTON,1201,465,29,-,-,-,4,628,106,1458,763,2327
94,2020-10-25 04:00:00,WARE,728,509,7,-,-,-,1,488,73,1100,560,1733
116,2020-10-25 04:00:00,WARREN,30,101,0,-,-,-,0,33,1,119,44,164
160,2020-10-25 04:00:00,WASHINGTON,237,354,0,-,-,-,0,169,15,517,228,760
161,2020-10-25 04:00:00,WAYNE,544,139,6,-,-,-,1,541,47,616,568,1231
122,2020-10-25 04:00:00,WEBSTER,14,28,0,-,-,-,0,2,0,42,2,44
156,2020-10-25 04:00:00,WHEELER,143,68,2,-,-,-,0,155,6,196,166,368
13,2020-10-25 04:00:00,WHITE,863,19,1,-,-,-,0,114,16,819,162,997
95,2020-10-25 04:00:00,WHITFIELD,3392,135,36,-,-,-,0,1820,2698,1467,1218,5383
10,2020-10-25 04:00:00,WILCOX,130,110,1,-,-,-,0,15,6,222,28,256
104,2020-10-25 04:00:00,WILKES,130,123,0,-,-,-,0,42,21,235,39,295
118,2020-10-25 04:00:00,WILKINSON,129,161,0,-,-,-,0,78,4,256,108,368
115,2020-10-25 04:00:00,WORTH,275,290,1,-,-,-,0,39,8,529,68,605
