county_name,White,Black or African American,Asian,American_Indian_Alaska_Native,Native_Hawaiian_Pacific_Islander,Two_races,Other Race,Unknown,Hispanic or Latino,Not Hispanic or Latino,Not Specified,Total
Jackson,816.0,6.0,6.0,-,-,-,328.0,77.0,244,585,404,1233.0
Jasper,508.0,4.0,2.0,-,-,-,107.0,102.0,35,406,282,723.0
Jay,288.0,2.0,1.0,-,-,-,26.0,34.0,21,218,112,351.0
Jefferson,342.0,5.0,4.0,-,-,-,18.0,40.0,4,260,145,409.0
Jennings,312.0,1.0,0.0,-,-,-,51.0,32.0,13,180,203,396.0
Johnson,2274.0,68.0,92.0,-,-,-,419.0,499.0,71,1756,1525,3352.0
Knox,696.0,18.0,2.0,-,-,-,35.0,110.0,22,416,423,861.0
Kosciusko,1433.0,17.0,11.0,-,-,-,222.0,464.0,179,1135,833,2147.0
Lagrange,581.0,0.0,0.0,-,-,-,73.0,177.0,32,464,335,831.0
Lake,5017.0,2469.0,65.0,-,-,-,3181.0,4072.0,2148,4264,8392,14804.0
Laporte,1536.0,304.0,7.0,-,-,-,265.0,329.0,182,1421,838,2441.0
Lawrence,849.0,2.0,4.0,-,-,-,101.0,66.0,5,700,317,1022.0
Madison,1777.0,174.0,6.0,-,-,-,240.0,410.0,89,1312,1206,2607.0
Marion,10007.0,5309.0,640.0,-,-,-,4771.0,5721.0,2317,8381,15750,26448.0
Marshall,941.0,8.0,2.0,-,-,-,229.0,348.0,202,452,874,1528.0
Martin,165.0,0.0,2.0,-,-,-,17.0,21.0,0,130,75,205.0
Miami,493.0,27.0,4.0,-,-,-,42.0,132.0,30,378,290,698.0
Monroe,2524.0,124.0,95.0,-,-,-,468.0,215.0,148,1580,1698,3426.0
Montgomery,374.0,6.0,0.0,-,-,-,177.0,96.0,62,312,279,653.0
Morgan,813.0,2.0,1.0,-,-,-,115.0,78.0,8,627,374,1009.0
Newton,177.0,3.0,0.0,-,-,-,36.0,25.0,11,149,81,241.0
Noble,848.0,5.0,12.0,-,-,-,270.0,138.0,218,785,270,1273.0
Ohio,122.0,0.0,0.0,-,-,-,1.0,14.0,0,76,61,137.0
Orange,387.0,3.0,1.0,-,-,-,24.0,17.0,1,270,161,432.0
Owen,170.0,2.0,1.0,-,-,-,14.0,34.0,3,124,94,221.0
Parke,216.0,0.0,1.0,-,-,-,5.0,42.0,5,141,118,264.0
Perry,275.0,4.0,1.0,-,-,-,42.0,82.0,1,132,271,404.0
Pike,306.0,0.0,0.0,-,-,-,20.0,41.0,0,115,252,367.0
Porter,2378.0,175.0,23.0,-,-,-,458.0,580.0,341,1843,1430,3614.0
Posey,684.0,14.0,1.0,-,-,-,57.0,27.0,10,78,695,783.0
Pulaski,158.0,2.0,1.0,-,-,-,7.0,13.0,4,116,61,181.0
Putnam,566.0,66.0,4.0,-,-,-,62.0,90.0,11,380,397,788.0
Randolph,354.0,3.0,0.0,-,-,-,23.0,47.0,15,247,165,427.0
Ripley,415.0,1.0,1.0,-,-,-,19.0,65.0,4,349,148,501.0
Rush,217.0,1.0,0.0,-,-,-,14.0,33.0,1,149,115,265.0
Scott,459.0,2.0,0.0,-,-,-,62.0,46.0,10,333,226,569.0
Shelby,666.0,7.0,2.0,-,-,-,140.0,130.0,81,433,431,945.0
Spencer,344.0,5.0,1.0,-,-,-,37.0,46.0,19,189,225,433.0
St. Joseph,3985.0,1115.0,69.0,-,-,-,1363.0,3334.0,592,2095,7179,9866.0
Starke,365.0,3.0,0.0,-,-,-,22.0,83.0,14,280,179,473.0
Steuben,463.0,7.0,1.0,-,-,-,84.0,129.0,29,291,364,684.0
Sullivan,383.0,3.0,0.0,-,-,-,5.0,83.0,0,165,309,474.0
Switzerland,74.0,0.0,0.0,-,-,-,6.0,23.0,0,43,60,103.0
Tippecanoe,2414.0,200.0,81.0,-,-,-,522.0,881.0,511,1933,1654,4098.0
Tipton,262.0,1.0,0.0,-,-,-,11.0,12.0,4,218,64,286.0
Union,79.0,0.0,,-,-,-,5.0,40.0,0,46,78,124.0
Vanderburgh,4715.0,592.0,37.0,-,-,-,475.0,450.0,50,855,5364,6269.0
Vermillion,243.0,1.0,0.0,-,-,-,0.0,43.0,1,169,117,287.0
Vigo,2005.0,170.0,29.0,-,-,-,69.0,610.0,53,1352,1478,2883.0
Wabash,380.0,6.0,1.0,-,-,-,44.0,58.0,16,326,147,489.0
Warren,89.0,0.0,0.0,-,-,-,2.0,11.0,1,74,27,102.0
Warrick,1768.0,30.0,9.0,-,-,-,155.0,127.0,9,259,1821,2089.0
Washington,327.0,2.0,0.0,-,-,-,35.0,34.0,5,211,182,398.0
Wayne,1059.0,62.0,7.0,-,-,-,114.0,256.0,51,745,702,1498.0
Wells,421.0,2.0,1.0,-,-,-,16.0,50.0,8,387,95,490.0
White,448.0,4.0,4.0,-,-,-,102.0,82.0,89,330,221,640.0
Whitley,413.0,3.0,1.0,-,-,-,46.0,45.0,15,361,132,508.0
