,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
33,2020-12-15,Langlade,1475,9,-,13,-,-,28,161,40,750,897,1687
34,2020-12-15,Lincoln,1760,14,12,5,-,-,36,388,33,1475,707,2215
35,2020-12-15,Manitowoc,4599,59,94,22,-,-,97,701,337,4219,1016,5572
36,2020-12-15,Marathon,9015,115,687,43,-,-,215,948,397,6437,4189,11023
37,2020-12-15,Marinette,2991,11,13,11,-,-,95,213,52,2903,379,3334
38,2020-12-15,Marquette,1022,9,-,-,-,-,36,33,81,774,249,1104
39,2020-12-15,Menominee,30,-,-,604,-,-,12,7,7,620,27,654
40,2020-12-15,Milwaukee,42604,17329,3081,557,-,-,8559,6137,18605,47524,12138,78267
41,2020-12-15,Monroe,2761,32,23,55,-,-,99,114,198,2701,185,3084
42,2020-12-15,Oconto,3238,-,6,55,-,-,51,171,120,3118,285,3523
43,2020-12-15,Oneida,1985,30,9,22,-,-,40,538,24,1908,692,2624
44,2020-12-15,Outagamie,11527,203,336,413,-,-,739,1852,868,11188,3014,15070
45,2020-12-15,Ozaukee,4952,99,83,17,-,-,147,375,188,4638,847,5673
46,2020-12-15,Pepin,533,-,-,-,-,-,14,30,15,530,34,579
47,2020-12-15,Pierce,2460,23,10,-,-,-,28,118,65,2357,219,2641
48,2020-12-15,Polk,2407,6,-,29,-,-,27,241,37,2196,480,2713
49,2020-12-15,Portage,4481,47,187,18,-,-,146,276,271,4220,664,5155
50,2020-12-15,Price,397,-,15,-,-,-,7,439,-,388,471,861
51,2020-12-15,Racine,12039,2456,144,84,-,-,937,361,3012,12048,961,16021
52,2020-12-15,Richland,708,-,11,-,-,-,33,226,60,644,277,981
53,2020-12-15,Rock,8543,588,141,38,-,-,1003,646,1662,8100,1197,10959
54,2020-12-15,Rusk,464,7,-,-,-,-,9,538,18,602,402,1022
55,2020-12-15,Sauk,3410,39,27,82,-,-,316,177,448,3234,369,4051
56,2020-12-15,Sawyer,733,5,5,176,-,-,28,123,13,888,169,1070
57,2020-12-15,Shawano,2709,6,19,430,-,-,113,651,124,2712,1092,3928
58,2020-12-15,Sheboygan,7700,536,540,52,-,-,388,1190,1026,7256,2124,10406
59,2020-12-15,St. Croix,4216,29,39,7,-,-,78,609,132,4001,845,4978
60,2020-12-15,Taylor,1385,-,-,-,-,-,8,76,62,1323,90,1475
61,2020-12-15,Trempealeau,2313,21,11,8,-,-,143,250,380,2019,347,2746
62,2020-12-15,Vernon,1266,-,6,-,-,-,15,53,25,1236,84,1345
63,2020-12-15,Vilas,993,-,-,166,-,-,24,258,16,1086,344,1446
64,2020-12-15,Walworth,5655,103,27,32,-,-,414,754,1055,4767,1163,6985
65,2020-12-15,Washburn,863,-,-,7,-,-,5,31,10,878,19,907
66,2020-12-15,Washington,9583,128,113,29,-,-,232,412,327,7463,2707,10497
67,2020-12-15,Waukesha,26188,545,532,80,-,-,1298,2557,1987,21750,7463,31200
68,2020-12-15,Waupaca,3166,17,11,26,-,-,197,498,128,2919,868,3915
69,2020-12-15,Waushara,1504,114,12,22,-,-,97,90,269,1300,270,1839
70,2020-12-15,Winnebago,11797,621,375,103,-,-,588,844,770,11249,2309,14328
71,2020-12-15,Wood,4199,32,77,46,-,-,135,580,208,4060,801,5069
