,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
66,2020-11-30,Langlade,1352,9,-,10,-,-,26,134,37,703,791,1531
7,2020-11-30,Lincoln,1566,11,12,5,-,-,31,326,28,1328,595,1951
8,2020-11-30,Manitowoc,4031,52,78,17,-,-,86,625,300,3678,911,4889
9,2020-11-30,Marathon,7950,108,566,35,-,-,190,853,353,5466,3883,9702
10,2020-11-30,Marinette,2643,11,12,10,-,-,89,187,49,2567,336,2952
11,2020-11-30,Marquette,948,9,-,-,-,-,35,31,81,719,226,1026
32,2020-11-30,Menominee,31,-,-,507,-,-,10,8,-,526,27,557
33,2020-11-30,Milwaukee,37070,15137,2570,496,-,-,7535,5411,16387,41277,10555,68219
68,2020-11-30,Monroe,2342,26,22,43,-,-,94,88,177,2288,150,2615
69,2020-11-30,Oconto,2873,-,6,54,-,-,43,161,112,2766,261,3139
70,2020-11-30,Oneida,1729,28,7,20,-,-,36,489,21,1639,649,2309
71,2020-11-30,Outagamie,10477,174,304,367,-,-,651,1723,797,10168,2731,13696
38,2020-11-30,Ozaukee,4099,87,70,13,-,-,129,313,167,3826,718,4711
39,2020-11-30,Pepin,433,-,-,-,-,-,11,27,12,430,31,473
40,2020-11-30,Pierce,2006,20,9,-,-,-,16,108,53,1921,186,2160
41,2020-11-30,Polk,1951,-,-,24,-,-,21,171,28,1790,356,2174
42,2020-11-30,Portage,4056,44,179,12,-,-,138,251,255,3829,596,4680
43,2020-11-30,Price,328,-,7,-,-,-,6,387,-,312,417,731
44,2020-11-30,Racine,10569,2219,111,73,-,-,832,295,2719,10564,816,14099
25,2020-11-30,Richland,626,-,10,-,-,-,31,201,52,571,248,871
26,2020-11-30,Rock,7304,480,123,34,-,-,899,600,1459,6880,1101,9440
27,2020-11-30,Rusk,397,7,-,-,-,-,7,457,14,494,364,872
29,2020-11-30,Sauk,3003,32,25,73,-,-,286,159,394,2870,314,3578
30,2020-11-30,Sawyer,618,-,5,143,-,-,26,111,9,745,152,906
31,2020-11-30,Shawano,2549,5,15,391,-,-,107,623,123,2537,1030,3690
45,2020-11-30,Sheboygan,6673,508,442,50,-,-,356,1096,925,6277,1923,9125
28,2020-11-30,St. Croix,3640,25,27,6,-,-,62,567,120,3447,760,4327
48,2020-11-30,Taylor,1137,-,-,-,-,-,8,45,63,1070,60,1193
50,2020-11-30,Trempealeau,2003,20,11,7,-,-,125,224,347,1736,307,2390
52,2020-11-30,Vernon,1076,-,5,-,-,-,13,46,22,1042,80,1144
53,2020-11-30,Vilas,877,-,-,128,-,-,21,220,14,930,307,1251
55,2020-11-30,Walworth,4795,91,23,25,-,-,339,616,884,4075,930,5889
59,2020-11-30,Washburn,664,-,-,7,-,-,-,16,10,672,10,692
60,2020-11-30,Washington,7967,107,82,25,-,-,197,397,290,6287,2198,8775
34,2020-11-30,Waukesha,21870,465,413,74,-,-,1095,2321,1693,18066,6479,26238
35,2020-11-30,Waupaca,2970,14,11,22,-,-,193,467,122,2740,815,3677
36,2020-11-30,Waushara,1425,112,12,20,-,-,94,86,255,1235,259,1749
37,2020-11-30,Winnebago,10779,573,343,95,-,-,556,808,725,10286,2143,13154
67,2020-11-30,Wood,3564,25,50,40,-,-,117,434,171,3379,680,4230
