,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
57,2020-12-02,Trempealeau,2060,19,11,7,-,-,125,229,352,1788,311,2451
58,2020-12-02,Vernon,1103,-,5,-,-,-,13,46,23,1070,78,1171
59,2020-12-02,Vilas,892,-,-,142,-,-,21,227,15,962,310,1287
60,2020-12-02,Walworth,4974,91,23,25,-,-,355,659,917,4212,998,6127
61,2020-12-02,Washburn,693,-,-,7,-,-,-,21,10,702,14,726
62,2020-12-02,Washington,8216,112,87,26,-,-,201,417,292,6474,2293,9059
63,2020-12-02,Waukesha,22466,485,421,76,-,-,1123,2374,1730,18549,6666,26945
67,2020-12-02,Waupaca,3007,15,11,22,-,-,193,467,122,2769,824,3715
69,2020-12-02,Waushara,1433,112,12,20,-,-,94,87,255,1244,259,1758
70,2020-12-02,Winnebago,10894,578,347,95,-,-,558,813,731,10386,2168,13285
71,2020-12-02,Wood,3664,25,50,41,-,-,124,467,177,3476,718,4371
