,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
20,2020-11-07,Sheboygan,4338,463,203,41,-,-,227,726,648,4144,1206,5998
18,2020-11-07,St. Croix,2158,16,18,-,-,-,40,312,98,2068,380,2546
21,2020-11-07,Taylor,647,-,-,-,-,-,6,16,53,601,17,671
55,2020-11-07,Trempealeau,1115,10,10,-,-,-,99,125,278,925,160,1363
41,2020-11-07,Vernon,611,-,-,-,-,-,6,28,11,592,47,650
22,2020-11-07,Vilas,553,-,-,89,-,-,15,138,11,586,202,799
42,2020-11-07,Walworth,3310,69,17,21,-,-,257,411,713,2822,550,4085
71,2020-11-07,Washburn,315,-,-,-,-,-,-,-,5,316,-,324
23,2020-11-07,Washington,5322,61,46,13,-,-,138,204,208,4405,1171,5784
43,2020-11-07,Waukesha,12746,302,250,41,-,-,646,1412,1034,10740,3623,15397
24,2020-11-07,Waupaca,2359,13,10,16,-,-,161,376,109,2201,625,2935
44,2020-11-07,Waushara,1175,110,11,20,-,-,82,64,208,1051,203,1462
45,2020-11-07,Winnebago,8507,422,248,72,-,-,440,666,599,8100,1656,10355
56,2020-11-07,Wood,2041,10,29,26,-,-,76,166,85,1886,377,2348
