date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
2020-11-04,Pierce,839,17,-,-,-,-,5,49,40,807,68,915
2020-11-04,Polk,663,-,-,-,-,-,7,52,10,645,74,729
2020-11-04,Portage,2738,36,160,6,-,-,96,172,187,2622,399,3208
2020-11-04,Price,204,-,-,-,-,-,-,225,-,177,257,435
2020-11-04,Racine,6390,1556,56,30,-,-,553,151,1893,6442,401,8736
2020-11-04,Richland,369,-,5,-,-,-,22,144,40,338,164,542
2020-11-04,Rock,4535,340,79,23,-,-,565,435,974,4265,738,5977
2020-11-04,Rusk,150,-,-,-,-,-,-,148,8,158,137,303
2020-11-04,Sauk,1798,23,16,42,-,-,205,75,297,1714,148,2159
2020-11-04,Sawyer,298,-,-,73,-,-,17,53,5,354,87,446
2020-11-04,Shawano,1890,5,7,294,-,-,89,494,107,1907,765,2779
2020-11-04,Sheboygan,4090,464,189,38,-,-,213,686,622,3916,1142,5680
2020-11-04,St. Croix,1970,15,15,-,-,-,42,291,93,1884,358,2335
2020-11-04,Taylor,593,-,-,-,-,-,6,13,51,549,14,614
2020-11-04,Trempealeau,1005,10,8,-,-,-,98,112,272,827,137,1236
2020-11-04,Vernon,543,-,-,-,-,-,7,27,10,525,47,582
2020-11-04,Vilas,509,-,-,70,-,-,13,126,11,532,179,722
2020-11-04,Walworth,3000,62,15,19,-,-,251,370,687,2549,481,3717
2020-11-04,Washburn,284,-,-,5,-,-,-,-,5,286,-,292
2020-11-04,Washington,4879,53,39,14,-,-,132,166,201,4110,972,5283
2020-11-04,Waukesha,11765,276,235,38,-,-,590,1333,966,10003,3268,14237
2020-11-04,Waupaca,2195,12,10,15,-,-,156,338,102,2048,576,2726
2020-11-04,Waushara,1107,107,10,20,-,-,79,62,204,994,187,1385
2020-11-04,Winnebago,8070,396,240,71,-,-,400,623,555,7712,1533,9800
2020-11-04,Wood,1895,9,24,24,-,-,68,168,74,1734,380,2188
