,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
39,2020-11-11,BRADFORD,296,876,-,-,-,59,56,34,1198,55,2957
40,2020-11-11,WAKULLA,238,976,-,-,-,105,91,64,1207,139,3331
41,2020-11-11,BREVARD,1402,7020,-,-,-,1052,3543,1401,7547,4069,32086
42,2020-11-11,POLK,4242,14510,-,-,-,2069,3695,7125,12726,4665,43417
43,2020-11-11,OSCEOLA,968,6084,-,-,-,4834,3433,8294,3472,3553,29326
44,2020-11-11,HIGHLANDS,386,1845,-,-,-,435,350,760,1807,449,7245
45,2020-11-11,LEE,2248,12230,-,-,-,1495,8903,5461,10225,9190,50658
46,2020-11-11,COLLIER,873,8205,-,-,-,1665,4588,5589,5326,4416,30429
47,2020-11-11,DADE,16649,85978,-,-,-,27279,64419,99729,29562,65034,336976
48,2020-11-11,MONROE,186,1941,-,-,-,100,360,901,1273,413,7532
49,2020-11-11,SANTA ROSA,621,4396,-,-,-,390,889,280,5001,1015,14172
50,2020-11-11,WALTON,251,1851,-,-,-,120,585,365,1863,579,5122
51,2020-11-11,JACKSON,655,1616,-,-,-,166,942,117,1844,1418,6351
52,2020-11-11,WASHINGTON,283,814,-,-,-,55,155,40,873,394,2355
53,2020-11-11,NASSAU,230,1985,-,-,-,112,132,106,2187,166,6503
54,2020-11-11,GLADES,115,452,-,-,-,35,28,240,358,32,875
55,2020-11-11,CHARLOTTE,250,3092,-,-,-,345,394,310,3202,569,9156
56,2020-11-11,SARASOTA,745,6196,-,-,-,1134,2597,1474,6154,3044,24758
57,2020-11-11,DESOTO,185,1078,-,-,-,137,337,765,583,389,4137
58,2020-11-11,FLAGLER,325,1381,-,-,-,398,201,308,1750,247,6714
59,2020-11-11,HENDRY,265,1808,-,-,-,111,123,1501,708,98,4557
60,2020-11-11,INDIAN RIVER,463,2534,-,-,-,389,850,833,2409,994,11055
61,2020-11-11,BROWARD,22518,41339,-,-,-,13367,14064,35355,42663,13270,201069
62,2020-11-11,ESCAMBIA,2737,5500,-,-,-,1604,3240,443,8902,3736,30702
63,2020-11-11,OKEECHOBEE,223,1300,-,-,-,202,103,697,1027,104,3606
64,2020-11-11,FRANKLIN,233,520,-,-,-,22,20,67,651,77,1651
65,2020-11-11,ALACHUA,2476,6012,-,-,-,1200,1659,1501,7990,1856,26336
66,2020-11-11,ST. JOHNS,511,5224,-,-,-,490,861,601,5465,1020,20125
