,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
57,2020-11-17,DESOTO,194,1120,-,-,-,140,394,786,622,440,4204
58,2020-11-17,FLAGLER,335,1454,-,-,-,416,205,322,1836,252,6848
59,2020-11-17,HENDRY,274,1849,-,-,-,114,128,1524,739,102,4633
60,2020-11-17,INDIAN RIVER,481,2723,-,-,-,395,885,877,2581,1026,11409
61,2020-11-17,BROWARD,23146,44154,-,-,-,14052,14433,37151,44770,13864,207447
62,2020-11-17,ESCAMBIA,2829,5828,-,-,-,1695,3330,454,9360,3868,31368
63,2020-11-17,OKEECHOBEE,229,1337,-,-,-,205,111,719,1055,108,3688
64,2020-11-17,FRANKLIN,233,525,-,-,-,22,21,68,656,77,1664
65,2020-11-17,ALACHUA,2595,6258,-,-,-,1232,1660,1547,8336,1862,26755
66,2020-11-17,ST. JOHNS,528,5518,-,-,-,522,936,627,5765,1112,20821
