,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
27,2020-12-19,LEVY,275,1049,-,-,-,206,119,280,1220,149,3884
28,2020-12-19,SUMTER,532,2418,-,-,-,212,1129,201,2628,1462,8425
29,2020-12-19,SEMINOLE,1823,9869,-,-,-,2196,2102,3978,9722,2290,34372
30,2020-12-19,ORANGE,9896,26321,-,-,-,14328,16535,22005,25204,19871,125465
31,2020-12-19,CITRUS,276,4753,-,-,-,375,438,323,4868,651,12190
32,2020-12-19,HERNANDO,418,4840,-,-,-,762,318,1072,4756,510,12226
33,2020-12-19,PINELLAS,5381,25969,-,-,-,3440,4203,4396,26475,8122,75232
34,2020-12-19,SUWANNEE,659,2307,-,-,-,485,165,585,2781,250,5850
35,2020-12-19,DUVAL,15208,19362,-,-,-,5826,12018,4269,30538,17607,102903
36,2020-12-19,LAFAYETTE,357,978,-,-,-,43,24,163,1150,89,1768
37,2020-12-19,GULF,294,824,-,-,-,23,30,44,1068,59,2113
38,2020-12-19,UNION,338,936,-,-,-,40,29,41,1274,28,2641
39,2020-12-19,BRADFORD,359,1186,-,-,-,78,62,43,1558,84,3524
40,2020-12-19,WAKULLA,289,1370,-,-,-,122,103,75,1649,160,4028
41,2020-12-19,BREVARD,1804,9755,-,-,-,1600,5388,1943,10602,6002,37701
42,2020-12-19,POLK,5079,20537,-,-,-,3247,3739,10538,17771,4293,52738
43,2020-12-19,OSCEOLA,1365,9429,-,-,-,7056,4421,12974,5248,4049,37497
44,2020-12-19,HIGHLANDS,466,2869,-,-,-,567,552,1034,2749,671,8966
45,2020-12-19,LEE,3005,19619,-,-,-,2826,9859,7832,17264,10213,63336
46,2020-12-19,COLLIER,1065,11459,-,-,-,2141,5471,6866,8008,5262,36243
47,2020-12-19,DADE,20867,134364,-,-,-,42693,68865,154957,44047,67785,413931
48,2020-12-19,MONROE,255,2890,-,-,-,144,544,1230,1956,647,9286
49,2020-12-19,SANTA ROSA,745,6740,-,-,-,524,1341,372,7431,1547,17727
50,2020-12-19,WALTON,290,2638,-,-,-,172,890,441,2630,919,6509
51,2020-12-19,JACKSON,799,2232,-,-,-,207,1012,133,2633,1484,7337
52,2020-12-19,WASHINGTON,318,1157,-,-,-,84,181,50,1249,441,2911
53,2020-12-19,NASSAU,282,3006,-,-,-,143,260,135,3120,436,8336
54,2020-12-19,GLADES,127,533,-,-,-,39,34,267,429,37,1018
55,2020-12-19,CHARLOTTE,364,4699,-,-,-,456,804,451,4711,1161,11603
56,2020-12-19,SARASOTA,973,10659,-,-,-,1409,2997,2013,9512,4513,31898
57,2020-12-19,DESOTO,228,1545,-,-,-,171,751,925,920,850,4871
58,2020-12-19,FLAGLER,423,1952,-,-,-,504,305,426,2383,375,7986
59,2020-12-19,HENDRY,343,2223,-,-,-,164,205,1789,971,175,5463
60,2020-12-19,INDIAN RIVER,596,3838,-,-,-,459,880,1203,3554,1016,13041
61,2020-12-19,BROWARD,27885,61094,-,-,-,18490,16543,48162,57827,18023,249856
62,2020-12-19,ESCAMBIA,3461,8015,-,-,-,2066,4055,560,12089,4948,35669
63,2020-12-19,OKEECHOBEE,240,1633,-,-,-,226,116,856,1248,111,4162
64,2020-12-19,FRANKLIN,233,562,-,-,-,23,23,68,694,79,1729
65,2020-12-19,ALACHUA,3353,7825,-,-,-,1495,1766,1888,10543,2008,29726
66,2020-12-19,ST. JOHNS,666,7725,-,-,-,740,1725,783,7797,2276,25830
