,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
29,2020-11-22,SEMINOLE,1441,7781,-,-,-,1644,1231,3108,7821,1168,29532
30,2020-11-22,ORANGE,8244,20038,-,-,-,11311,14634,16174,19485,18568,112571
31,2020-11-22,CITRUS,226,3477,-,-,-,291,315,223,3643,443,10096
32,2020-11-22,HERNANDO,353,3493,-,-,-,606,114,789,3571,206,9800
33,2020-11-22,PINELLAS,4726,19938,-,-,-,2802,3065,3495,21278,5758,66295
34,2020-11-22,SUWANNEE,630,1961,-,-,-,449,145,540,2430,215,5321
35,2020-11-22,DUVAL,12103,12988,-,-,-,4636,10318,3490,24451,12104,89528
36,2020-11-22,LAFAYETTE,349,894,-,-,-,42,20,157,1067,81,1642
37,2020-11-22,GULF,287,704,-,-,-,19,21,43,936,52,1943
38,2020-11-22,UNION,323,831,-,-,-,37,19,39,1156,15,2462
39,2020-11-22,BRADFORD,306,946,-,-,-,61,57,37,1274,59,3067
40,2020-11-22,WAKULLA,247,1098,-,-,-,107,94,67,1338,141,3552
41,2020-11-22,BREVARD,1508,7669,-,-,-,1145,4140,1528,8349,4585,33544
42,2020-11-22,POLK,4418,15817,-,-,-,2163,3803,7710,13825,4666,45490
43,2020-11-22,OSCEOLA,1052,6794,-,-,-,5301,3825,9448,3888,3636,31313
44,2020-11-22,HIGHLANDS,406,2176,-,-,-,468,434,815,2133,536,7775
45,2020-11-22,LEE,2451,14063,-,-,-,1748,9270,5912,12054,9566,53928
46,2020-11-22,COLLIER,906,9011,-,-,-,1764,4856,5860,6055,4622,31923
47,2020-11-22,DADE,17617,98150,-,-,-,30729,66350,113651,33592,65603,357114
48,2020-11-22,MONROE,208,2252,-,-,-,110,466,991,1505,540,8177
49,2020-11-22,SANTA ROSA,643,4908,-,-,-,413,962,291,5542,1093,14935
50,2020-11-22,WALTON,269,2066,-,-,-,146,688,400,2084,685,5565
51,2020-11-22,JACKSON,701,1809,-,-,-,188,962,124,2123,1413,6693
52,2020-11-22,WASHINGTON,297,909,-,-,-,64,172,43,985,414,2536
53,2020-11-22,NASSAU,243,2174,-,-,-,116,161,111,2371,212,6873
54,2020-11-22,GLADES,116,474,-,-,-,34,30,240,382,32,905
55,2020-11-22,CHARLOTTE,285,3460,-,-,-,374,519,334,3588,716,9756
56,2020-11-22,SARASOTA,785,7421,-,-,-,1193,2819,1643,7301,3274,26779
57,2020-11-22,DESOTO,204,1218,-,-,-,148,619,824,676,689,4335
58,2020-11-22,FLAGLER,351,1532,-,-,-,429,229,334,1924,283,7034
59,2020-11-22,HENDRY,282,1888,-,-,-,115,137,1541,770,111,4709
60,2020-11-22,INDIAN RIVER,505,2921,-,-,-,393,880,918,2756,1025,11709
61,2020-11-22,BROWARD,23785,46802,-,-,-,14678,14810,38755,46820,14500,214665
62,2020-11-22,ESCAMBIA,2909,6132,-,-,-,1753,3426,472,9761,3987,31963
63,2020-11-22,OKEECHOBEE,230,1412,-,-,-,213,109,748,1109,107,3809
64,2020-11-22,FRANKLIN,233,541,-,-,-,22,21,68,671,78,1683
65,2020-11-22,ALACHUA,2696,6552,-,-,-,1287,1693,1609,8707,1912,27251
66,2020-11-22,ST. JOHNS,546,5790,-,-,-,544,1008,643,6045,1200,21562
