,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
33,2020-11-23,PINELLAS,4741,20083,-,-,-,2816,3132,3514,21387,5871,66551
34,2020-11-23,SUWANNEE,631,1964,-,-,-,449,145,540,2434,215,5324
35,2020-11-23,DUVAL,12161,13120,-,-,-,4648,10416,3501,24583,12261,89838
36,2020-11-23,LAFAYETTE,349,893,-,-,-,42,20,157,1066,81,1641
37,2020-11-23,GULF,287,704,-,-,-,19,21,43,936,52,1943
38,2020-11-23,UNION,323,831,-,-,-,37,19,39,1156,15,2462
39,2020-11-23,BRADFORD,307,946,-,-,-,61,58,37,1275,60,3072
40,2020-11-23,WAKULLA,247,1100,-,-,-,107,95,67,1340,142,3557
41,2020-11-23,BREVARD,1509,7687,-,-,-,1147,4203,1536,8396,4614,33626
42,2020-11-23,POLK,4440,15916,-,-,-,2178,3815,7746,13924,4679,45682
43,2020-11-23,OSCEOLA,1056,6839,-,-,-,5330,3883,9556,3913,3639,31453
44,2020-11-23,HIGHLANDS,406,2188,-,-,-,471,436,820,2144,537,7792
45,2020-11-23,LEE,2458,14190,-,-,-,1760,9279,5946,12185,9556,54123
46,2020-11-23,COLLIER,906,9069,-,-,-,1771,4870,5881,6110,4625,32018
47,2020-11-23,DADE,17690,99088,-,-,-,31004,66520,114715,33940,65647,358620
48,2020-11-23,MONROE,211,2268,-,-,-,110,472,996,1518,547,8221
49,2020-11-23,SANTA ROSA,643,4944,-,-,-,417,959,292,5580,1091,14979
50,2020-11-23,WALTON,270,2073,-,-,-,145,690,400,2090,688,5579
51,2020-11-23,JACKSON,701,1814,-,-,-,187,962,124,2127,1413,6691
52,2020-11-23,WASHINGTON,299,912,-,-,-,65,171,43,991,413,2546
53,2020-11-23,NASSAU,243,2180,-,-,-,116,165,112,2377,215,6884
54,2020-11-23,GLADES,116,475,-,-,-,34,30,240,383,32,906
55,2020-11-23,CHARLOTTE,287,3486,-,-,-,376,536,335,3616,734,9804
56,2020-11-23,SARASOTA,799,7563,-,-,-,1197,2789,1650,7398,3300,26954
57,2020-11-23,DESOTO,206,1226,-,-,-,148,660,826,680,734,4362
58,2020-11-23,FLAGLER,348,1544,-,-,-,428,236,337,1927,292,7056
59,2020-11-23,HENDRY,283,1892,-,-,-,115,139,1544,774,111,4718
60,2020-11-23,INDIAN RIVER,507,2949,-,-,-,394,894,930,2778,1036,11763
61,2020-11-23,BROWARD,23871,47163,-,-,-,14787,14933,39010,47114,14630,215530
62,2020-11-23,ESCAMBIA,2915,6173,-,-,-,1757,3429,474,9811,3989,32026
63,2020-11-23,OKEECHOBEE,231,1415,-,-,-,217,111,754,1113,107,3823
64,2020-11-23,FRANKLIN,233,541,-,-,-,22,21,68,671,78,1683
65,2020-11-23,ALACHUA,2721,6573,-,-,-,1291,1698,1615,8752,1916,27311
66,2020-11-23,ST. JOHNS,548,5824,-,-,-,544,1024,646,6069,1225,21644
