,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
52,2020-12-17,WASHINGTON,315,1120,-,-,-,82,179,49,1211,436,2851
53,2020-12-17,NASSAU,276,2896,-,-,-,141,248,132,3026,403,8165
54,2020-12-17,GLADES,127,529,-,-,-,39,32,266,424,37,1008
55,2020-12-17,CHARLOTTE,353,4563,-,-,-,448,784,440,4582,1126,11408
56,2020-12-17,SARASOTA,948,10399,-,-,-,1386,2973,1982,9338,4386,31440
57,2020-12-17,DESOTO,227,1490,-,-,-,167,750,911,888,835,4780
58,2020-12-17,FLAGLER,413,1905,-,-,-,492,297,411,2329,367,7873
59,2020-12-17,HENDRY,335,2193,-,-,-,157,198,1771,947,165,5387
60,2020-12-17,INDIAN RIVER,577,3692,-,-,-,460,884,1162,3432,1019,12857
61,2020-12-17,BROWARD,27455,59637,-,-,-,18072,16424,47283,56712,17593,246235
62,2020-12-17,ESCAMBIA,3386,7776,-,-,-,2013,3971,553,11811,4782,35190
63,2020-12-17,OKEECHOBEE,240,1618,-,-,-,226,116,846,1242,112,4135
64,2020-12-17,FRANKLIN,233,560,-,-,-,23,23,68,692,79,1726
65,2020-12-17,ALACHUA,3291,7655,-,-,-,1475,1762,1863,10315,2005,29439
66,2020-12-17,ST. JOHNS,652,7522,-,-,-,711,1645,773,7614,2143,25345
