,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
53,2020-11-10,NASSAU,230,1972,-,-,-,112,130,106,2174,164,6464
54,2020-11-10,GLADES,115,450,-,-,-,35,27,239,357,31,872
55,2020-11-10,CHARLOTTE,249,3064,-,-,-,341,389,309,3170,564,9112
56,2020-11-10,SARASOTA,739,6129,-,-,-,1123,2407,1435,5986,2977,24440
57,2020-11-10,DESOTO,183,1074,-,-,-,136,338,762,578,391,4132
58,2020-11-10,FLAGLER,322,1378,-,-,-,396,196,308,1744,240,6696
59,2020-11-10,HENDRY,265,1802,-,-,-,111,124,1499,706,97,4549
60,2020-11-10,INDIAN RIVER,461,2485,-,-,-,385,859,814,2373,1003,10988
61,2020-11-10,BROWARD,22429,41062,-,-,-,13309,14051,35183,42409,13259,200317
62,2020-11-10,ESCAMBIA,2719,5438,-,-,-,1583,3247,443,8804,3740,30596
63,2020-11-10,OKEECHOBEE,220,1290,-,-,-,202,106,694,1021,103,3586
64,2020-11-10,FRANKLIN,233,514,-,-,-,22,20,67,646,76,1646
65,2020-11-10,ALACHUA,2453,5954,-,-,-,1194,1646,1491,7908,1848,26230
66,2020-11-10,ST. JOHNS,507,5186,-,-,-,489,852,598,5417,1019,20001
