,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
55,2020-12-14,CHARLOTTE,342,4506,-,-,-,446,751,433,4539,1073,11247
56,2020-12-14,SARASOTA,934,10195,-,-,-,1369,2949,1947,9202,4298,31045
57,2020-12-14,DESOTO,226,1467,-,-,-,169,741,898,872,833,4740
58,2020-12-14,FLAGLER,407,1863,-,-,-,481,300,402,2285,364,7796
59,2020-12-14,HENDRY,331,2116,-,-,-,151,174,1699,929,144,5233
60,2020-12-14,INDIAN RIVER,566,3623,-,-,-,450,884,1132,3374,1017,12742
61,2020-12-14,BROWARD,27086,58423,-,-,-,17726,16347,46493,55778,17311,243337
62,2020-12-14,ESCAMBIA,3338,7614,-,-,-,1992,3852,549,11623,4624,34799
63,2020-12-14,OKEECHOBEE,238,1583,-,-,-,225,117,825,1226,112,4085
64,2020-12-14,FRANKLIN,233,558,-,-,-,23,23,68,689,80,1719
65,2020-12-14,ALACHUA,3222,7544,-,-,-,1464,1759,1831,10150,2008,29233
66,2020-12-14,ST. JOHNS,644,7349,-,-,-,698,1567,762,7451,2045,24938
