,date_received,county,white,black,asian,american_indian,native_hawaiian,two_plus_races,other_race,unknown_race,hispanic,non_hispanic,unknown_eth,cum_cases
117,2020-11-02 05:00:00,LINCOLN,90,77,0,-,-,-,0,76,2,140,101,243
68,2020-11-02 05:00:00,LONG,165,78,1,-,-,-,0,40,22,216,46,284
10,2020-11-02 05:00:00,LOWNDES,1607,1521,27,-,-,-,3,1404,250,3034,1278,4562
69,2020-11-02 05:00:00,LUMPKIN,928,19,4,-,-,-,0,126,42,904,131,1077
11,2020-11-02 05:00:00,MACON,53,127,1,-,-,-,0,78,24,182,53,259
101,2020-11-02 05:00:00,MADISON,489,83,6,-,-,-,0,254,84,477,271,832
152,2020-11-02 05:00:00,MARION,77,79,2,-,-,-,0,48,23,147,36,206
75,2020-11-02 05:00:00,MCDUFFIE,235,278,2,-,-,-,0,201,28,420,268,716
127,2020-11-02 05:00:00,MCINTOSH,165,127,0,-,-,-,0,28,3,274,43,320
72,2020-11-02 05:00:00,MERIWETHER,205,343,3,-,-,-,1,51,3,502,98,603
16,2020-11-02 05:00:00,MILLER,166,128,0,-,-,-,0,29,10,279,34,323
154,2020-11-02 05:00:00,MITCHELL,317,444,3,-,-,-,0,89,60,622,171,853
18,2020-11-02 05:00:00,MONROE,367,259,1,-,-,-,1,158,15,577,194,786
150,2020-11-02 05:00:00,MONTGOMERY,255,87,0,-,-,-,0,33,33,308,34,375
159,2020-11-02 05:00:00,MORGAN,262,182,0,-,-,-,1,102,8,357,182,547
124,2020-11-02 05:00:00,MURRAY,851,7,1,-,-,-,0,278,318,585,234,1137
73,2020-11-02 05:00:00,MUSCOGEE,1999,2819,71,-,-,-,8,1560,438,4320,1699,6457
148,2020-11-02 05:00:00,NEWTON,935,1275,13,-,-,-,2,747,215,1873,884,2972
0,2020-11-02 05:00:00,NON-GEORGIA RESIDENT,3104,1818,102,-,-,-,8,9955,688,3658,10641,14987
74,2020-11-02 05:00:00,OCONEE,636,46,14,-,-,-,0,197,58,572,263,893
71,2020-11-02 05:00:00,OGLETHORPE,226,105,1,-,-,-,0,107,31,293,115,439
76,2020-11-02 05:00:00,PAULDING,1726,744,17,-,-,-,9,829,302,1531,1492,3325
83,2020-11-02 05:00:00,PEACH,231,382,4,-,-,-,0,199,40,547,229,816
6,2020-11-02 05:00:00,PICKENS,724,7,2,-,-,-,0,106,24,649,166,839
119,2020-11-02 05:00:00,PIERCE,462,89,0,-,-,-,0,148,32,511,156,699
111,2020-11-02 05:00:00,PIKE,276,44,1,-,-,-,0,77,15,295,88,398
149,2020-11-02 05:00:00,POLK,814,159,8,-,-,-,6,786,342,712,719,1773
14,2020-11-02 05:00:00,PULASKI,154,166,2,-,-,-,1,17,5,266,69,340
131,2020-11-02 05:00:00,PUTNAM,331,287,4,-,-,-,0,209,71,484,276,831
113,2020-11-02 05:00:00,QUITMAN,3,32,0,-,-,-,0,6,0,35,6,41
79,2020-11-02 05:00:00,RABUN,340,6,0,-,-,-,0,96,51,291,100,442
15,2020-11-02 05:00:00,RANDOLPH,63,198,1,-,-,-,1,79,5,282,55,342
80,2020-11-02 05:00:00,RICHMOND,2129,4176,67,-,-,-,1,1863,254,5836,2146,8236
81,2020-11-02 05:00:00,ROCKDALE,524,1134,26,-,-,-,1,539,267,1281,676,2224
82,2020-11-02 05:00:00,SCHLEY,57,44,1,-,-,-,0,8,2,103,5,110
77,2020-11-02 05:00:00,SCREVEN,167,200,6,-,-,-,0,84,8,355,94,457
78,2020-11-02 05:00:00,SEMINOLE,209,164,0,-,-,-,0,29,8,357,37,402
89,2020-11-02 05:00:00,SPALDING,760,552,11,-,-,-,1,332,83,1082,491,1656
153,2020-11-02 05:00:00,STEPHENS,944,132,9,-,-,-,0,222,24,1043,240,1307
84,2020-11-02 05:00:00,STEWART,49,131,4,-,-,-,0,387,299,179,93,571
7,2020-11-02 05:00:00,SUMTER,264,466,3,-,-,-,0,237,57,724,189,970
86,2020-11-02 05:00:00,TALBOT,49,113,0,-,-,-,0,19,0,158,23,181
87,2020-11-02 05:00:00,TALIAFERRO,11,19,0,-,-,-,0,1,1,28,2,31
88,2020-11-02 05:00:00,TATTNALL,477,141,1,-,-,-,0,342,127,515,319,961
160,2020-11-02 05:00:00,TAYLOR,86,115,0,-,-,-,1,38,3,206,31,240
85,2020-11-02 05:00:00,TELFAIR,298,120,1,-,-,-,1,77,32,357,108,497
157,2020-11-02 05:00:00,TERRELL,60,257,2,-,-,-,0,23,4,292,46,342
94,2020-11-02 05:00:00,THOMAS,750,783,9,-,-,-,2,91,58,1394,183,1635
95,2020-11-02 05:00:00,TIFT,895,564,12,-,-,-,1,529,302,1403,296,2001
96,2020-11-02 05:00:00,TOOMBS,597,272,7,-,-,-,2,656,158,852,524,1534
90,2020-11-02 05:00:00,TOWNS,400,4,4,-,-,-,1,58,16,385,66,467
93,2020-11-02 05:00:00,TREUTLEN,171,123,4,-,-,-,0,15,1,276,36,313
91,2020-11-02 05:00:00,TROUP,962,1449,14,-,-,-,1,657,96,2013,974,3083
129,2020-11-02 05:00:00,TURNER,109,159,4,-,-,-,0,67,12,261,66,339
92,2020-11-02 05:00:00,TWIGGS,50,145,1,-,-,-,0,33,2,173,54,229
122,2020-11-02 05:00:00,UNION,833,5,1,-,-,-,1,92,15,788,129,932
5,2020-11-02 05:00:00,UNKNOWN,181,65,8,-,-,-,0,1688,74,200,1668,1942
100,2020-11-02 05:00:00,UPSON,376,308,1,-,-,-,0,161,17,677,152,846
155,2020-11-02 05:00:00,WALKER,1257,98,12,-,-,-,1,639,64,1070,873,2007
20,2020-11-02 05:00:00,WALTON,1286,485,31,-,-,-,4,613,110,1547,762,2419
102,2020-11-02 05:00:00,WARE,787,534,8,-,-,-,1,449,75,1181,523,1779
114,2020-11-02 05:00:00,WARREN,32,108,0,-,-,-,0,32,1,128,43,172
158,2020-11-02 05:00:00,WASHINGTON,255,399,0,-,-,-,0,159,16,559,238,813
161,2020-11-02 05:00:00,WAYNE,590,150,6,-,-,-,1,525,48,664,560,1272
116,2020-11-02 05:00:00,WEBSTER,14,29,0,-,-,-,0,1,0,43,1,44
156,2020-11-02 05:00:00,WHEELER,147,70,2,-,-,-,0,150,6,203,160,369
17,2020-11-02 05:00:00,WHITE,895,19,1,-,-,-,0,117,16,848,168,1032
99,2020-11-02 05:00:00,WHITFIELD,3679,151,41,-,-,-,0,1953,2814,1691,1319,5824
9,2020-11-02 05:00:00,WILCOX,131,113,1,-,-,-,0,16,6,227,28,261
97,2020-11-02 05:00:00,WILKES,139,138,0,-,-,-,0,42,22,256,41,319
115,2020-11-02 05:00:00,WILKINSON,137,170,0,-,-,-,0,71,4,275,99,378
120,2020-11-02 05:00:00,WORTH,281,292,1,-,-,-,0,38,9,535,68,612
