,date_received,county,white,black,asian,american_indian,native_hawaiian,two_plus_races,other_race,unknown_race,hispanic,non_hispanic,unknown_eth,cum_cases
38,2020-11-01 04:00:00,CHATHAM,3845,3801,154,-,-,-,12,1754,622,6921,2023,9566
39,2020-11-01 04:00:00,CHATTAHOOCHEE,1250,224,30,-,-,-,0,309,104,600,1109,1813
41,2020-11-01 04:00:00,CHATTOOGA,470,75,3,-,-,-,4,437,80,421,488,989
134,2020-11-01 04:00:00,CHEROKEE,5201,405,73,-,-,-,2,1753,1281,4224,1929,7434
5,2020-11-01 04:00:00,CLARKE,3325,918,210,-,-,-,1,1446,724,3672,1504,5900
135,2020-11-01 04:00:00,CLAY,26,80,0,-,-,-,1,17,4,105,15,124
44,2020-11-01 04:00:00,CLAYTON,969,4629,241,-,-,-,4,2684,1250,4406,2871,8527
42,2020-11-01 04:00:00,CLINCH,196,131,0,-,-,-,0,134,20,313,128,461
43,2020-11-01 04:00:00,COBB,9836,5745,563,-,-,-,21,6411,5039,12545,4992,22576
2,2020-11-01 04:00:00,COFFEE,1037,572,7,-,-,-,2,698,289,1323,704,2316
40,2020-11-01 04:00:00,COLQUITT,1159,415,10,-,-,-,1,561,739,1121,286,2146
13,2020-11-01 04:00:00,COLUMBIA,2233,883,108,-,-,-,3,1297,168,2826,1530,4524
107,2020-11-01 04:00:00,COOK,290,157,1,-,-,-,0,175,50,435,138,623
50,2020-11-01 04:00:00,COWETA,1496,682,22,-,-,-,1,836,298,1870,869,3037
103,2020-11-01 04:00:00,CRAWFORD,86,69,0,-,-,-,0,42,1,140,56,197
47,2020-11-01 04:00:00,CRISP,207,309,6,-,-,-,1,147,34,483,153,670
48,2020-11-01 04:00:00,DADE,245,7,5,-,-,-,0,125,15,207,160,382
130,2020-11-01 04:00:00,DAWSON,800,9,2,-,-,-,1,119,59,734,138,931
49,2020-11-01 04:00:00,DECATUR,598,513,1,-,-,-,1,202,121,929,265,1315
121,2020-11-01 04:00:00,DEKALB,5009,9910,1104,-,-,-,12,5824,3249,12332,6278,21859
120,2020-11-01 04:00:00,DODGE,371,219,2,-,-,-,0,55,8,536,103,647
46,2020-11-01 04:00:00,DOOLY,118,201,1,-,-,-,0,60,31,292,57,380
45,2020-11-01 04:00:00,DOUGHERTY,594,2409,15,-,-,-,0,302,76,2616,628,3320
128,2020-11-01 04:00:00,DOUGLAS,1349,1954,71,-,-,-,1,860,630,2831,774,4235
56,2020-11-01 04:00:00,EARLY,140,342,1,-,-,-,0,77,6,440,114,560
57,2020-11-01 04:00:00,ECHOLS,88,7,1,-,-,-,0,150,117,66,63,246
108,2020-11-01 04:00:00,EFFINGHAM,1202,333,12,-,-,-,0,320,86,1390,391,1867
24,2020-11-01 04:00:00,ELBERT,330,309,4,-,-,-,0,134,46,590,141,777
54,2020-11-01 04:00:00,EMANUEL,509,352,7,-,-,-,1,354,33,793,397,1223
55,2020-11-01 04:00:00,EVANS,207,125,1,-,-,-,0,158,72,291,128,491
139,2020-11-01 04:00:00,FANNIN,737,2,0,-,-,-,0,101,36,675,129,840
141,2020-11-01 04:00:00,FAYETTE,901,567,35,-,-,-,2,712,150,1240,827,2217
137,2020-11-01 04:00:00,FLOYD,2020,456,29,-,-,-,5,1663,607,1816,1750,4173
51,2020-11-01 04:00:00,FORSYTH,3289,169,180,-,-,-,3,1295,780,2806,1350,4936
99,2020-11-01 04:00:00,FRANKLIN,659,89,5,-,-,-,0,220,60,674,239,973
14,2020-11-01 04:00:00,FULTON,9786,12669,646,-,-,-,26,8842,3429,19418,9122,31969
52,2020-11-01 04:00:00,GILMER,917,4,6,-,-,-,0,146,218,694,161,1073
53,2020-11-01 04:00:00,GLASCOCK,35,8,0,-,-,-,0,10,0,39,14,53
59,2020-11-01 04:00:00,GLYNN,2082,935,33,-,-,-,1,766,542,2641,634,3817
62,2020-11-01 04:00:00,GORDON,1376,86,27,-,-,-,6,1003,543,1038,917,2498
63,2020-11-01 04:00:00,GRADY,480,267,0,-,-,-,1,127,227,536,112,875
106,2020-11-01 04:00:00,GREENE,234,230,0,-,-,-,0,126,30,360,200,590
58,2020-11-01 04:00:00,GWINNETT,11592,5572,1654,-,-,-,27,12623,8850,12346,10272,31468
61,2020-11-01 04:00:00,HABERSHAM,1393,46,26,-,-,-,0,452,409,1106,402,1917
138,2020-11-01 04:00:00,HALL,6315,634,60,-,-,-,1,3915,3510,5160,2255,10925
115,2020-11-01 04:00:00,HANCOCK,74,277,0,-,-,-,0,68,3,314,102,419
60,2020-11-01 04:00:00,HARALSON,537,17,0,-,-,-,0,122,5,314,357,676
136,2020-11-01 04:00:00,HARRIS,518,215,7,-,-,-,0,119,26,665,168,859
104,2020-11-01 04:00:00,HART,340,132,9,-,-,-,1,123,39,431,135,605
69,2020-11-01 04:00:00,HEARD,164,41,0,-,-,-,0,39,2,176,66,244
8,2020-11-01 04:00:00,HENRY,1722,2778,117,-,-,-,9,1819,401,3634,2410,6445
140,2020-11-01 04:00:00,HOUSTON,1375,1198,45,-,-,-,3,1144,195,2365,1205,3765
70,2020-11-01 04:00:00,IRWIN,152,98,0,-,-,-,0,112,23,239,100,362
127,2020-11-01 04:00:00,JACKSON,1711,150,50,-,-,-,3,599,237,1636,640,2513
147,2020-11-01 04:00:00,JASPER,145,59,0,-,-,-,0,47,4,187,60,251
148,2020-11-01 04:00:00,JEFF DAVIS,520,74,3,-,-,-,0,216,100,495,218,813
22,2020-11-01 04:00:00,JEFFERSON,226,497,1,-,-,-,3,130,25,643,189,857
64,2020-11-01 04:00:00,JENKINS,205,220,1,-,-,-,0,48,23,390,61,474
142,2020-11-01 04:00:00,JOHNSON,246,171,0,-,-,-,0,22,6,375,58,439
143,2020-11-01 04:00:00,JONES,366,173,0,-,-,-,0,121,5,470,185,660
145,2020-11-01 04:00:00,LAMAR,227,121,1,-,-,-,1,90,5,309,126,440
67,2020-11-01 04:00:00,LANIER,120,56,0,-,-,-,0,144,33,173,114,320
65,2020-11-01 04:00:00,LAURENS,1032,843,8,-,-,-,2,166,25,1751,275,2051
146,2020-11-01 04:00:00,LEE,392,268,5,-,-,-,0,94,15,588,156,759
144,2020-11-01 04:00:00,LIBERTY,370,627,20,-,-,-,1,275,79,893,321,1293
118,2020-11-01 04:00:00,LINCOLN,90,77,0,-,-,-,0,75,2,140,100,242
66,2020-11-01 04:00:00,LONG,164,76,1,-,-,-,0,40,22,213,46,281
6,2020-11-01 04:00:00,LOWNDES,1592,1509,27,-,-,-,3,1413,248,3016,1280,4544
68,2020-11-01 04:00:00,LUMPKIN,925,18,4,-,-,-,0,125,42,900,130,1072
7,2020-11-01 04:00:00,MACON,53,125,1,-,-,-,0,78,24,180,53,257
101,2020-11-01 04:00:00,MADISON,486,83,6,-,-,-,0,251,83,471,272,826
154,2020-11-01 04:00:00,MARION,77,79,2,-,-,-,0,47,23,146,36,205
72,2020-11-01 04:00:00,MCDUFFIE,235,273,2,-,-,-,0,200,28,415,267,710
124,2020-11-01 04:00:00,MCINTOSH,163,128,0,-,-,-,0,27,3,272,43,318
75,2020-11-01 04:00:00,MERIWETHER,203,341,3,-,-,-,1,52,3,499,98,600
12,2020-11-01 04:00:00,MILLER,164,128,0,-,-,-,0,31,10,277,36,323
150,2020-11-01 04:00:00,MITCHELL,315,443,3,-,-,-,0,88,60,618,171,849
18,2020-11-01 04:00:00,MONROE,363,259,1,-,-,-,1,154,15,573,190,778
151,2020-11-01 04:00:00,MONTGOMERY,254,87,0,-,-,-,0,33,33,306,35,374
158,2020-11-01 04:00:00,MORGAN,260,181,0,-,-,-,1,103,8,354,183,545
126,2020-11-01 04:00:00,MURRAY,840,7,1,-,-,-,0,275,317,573,233,1123
76,2020-11-01 04:00:00,MUSCOGEE,1988,2816,70,-,-,-,8,1558,438,4308,1694,6440
152,2020-11-01 04:00:00,NEWTON,922,1265,13,-,-,-,3,742,214,1850,881,2945
3,2020-11-01 04:00:00,NON-GEORGIA RESIDENT,3097,1825,101,-,-,-,8,10118,686,3640,10823,15149
74,2020-11-01 04:00:00,OCONEE,632,46,14,-,-,-,0,194,58,567,261,886
73,2020-11-01 04:00:00,OGLETHORPE,225,105,1,-,-,-,0,106,31,292,114,437
71,2020-11-01 04:00:00,PAULDING,1697,739,16,-,-,-,9,827,300,1504,1484,3288
80,2020-11-01 04:00:00,PEACH,231,376,4,-,-,-,0,205,40,542,234,816
11,2020-11-01 04:00:00,PICKENS,716,7,2,-,-,-,0,104,24,642,163,829
116,2020-11-01 04:00:00,PIERCE,457,89,0,-,-,-,0,146,32,506,154,692
110,2020-11-01 04:00:00,PIKE,273,44,1,-,-,-,0,77,15,293,87,395
153,2020-11-01 04:00:00,POLK,802,156,8,-,-,-,6,786,341,700,717,1758
15,2020-11-01 04:00:00,PULASKI,154,166,2,-,-,-,1,17,5,266,69,340
133,2020-11-01 04:00:00,PUTNAM,326,287,4,-,-,-,0,211,70,481,277,828
111,2020-11-01 04:00:00,QUITMAN,3,32,0,-,-,-,0,6,0,35,6,41
81,2020-11-01 04:00:00,RABUN,338,6,0,-,-,-,0,95,50,290,99,439
16,2020-11-01 04:00:00,RANDOLPH,63,198,1,-,-,-,1,79,5,282,55,342
77,2020-11-01 04:00:00,RICHMOND,2119,4162,66,-,-,-,1,1857,253,5816,2136,8205
82,2020-11-01 04:00:00,ROCKDALE,522,1124,26,-,-,-,1,533,265,1270,671,2206
78,2020-11-01 04:00:00,SCHLEY,56,44,1,-,-,-,0,8,2,102,5,109
79,2020-11-01 04:00:00,SCREVEN,165,200,6,-,-,-,0,85,8,352,96,456
83,2020-11-01 04:00:00,SEMINOLE,209,163,0,-,-,-,0,28,8,356,36,400
86,2020-11-01 04:00:00,SPALDING,758,546,11,-,-,-,1,333,84,1076,489,1649
149,2020-11-01 04:00:00,STEPHENS,940,132,9,-,-,-,0,222,24,1039,240,1303
88,2020-11-01 04:00:00,STEWART,49,131,4,-,-,-,0,387,299,179,93,571
9,2020-11-01 04:00:00,SUMTER,264,466,3,-,-,-,0,237,57,724,189,970
89,2020-11-01 04:00:00,TALBOT,49,112,0,-,-,-,0,19,0,157,23,180
85,2020-11-01 04:00:00,TALIAFERRO,11,19,0,-,-,-,0,1,1,28,2,31
84,2020-11-01 04:00:00,TATTNALL,475,141,1,-,-,-,0,340,126,513,318,957
155,2020-11-01 04:00:00,TAYLOR,86,115,0,-,-,-,1,38,3,206,31,240
87,2020-11-01 04:00:00,TELFAIR,295,119,1,-,-,-,1,80,32,353,111,496
156,2020-11-01 04:00:00,TERRELL,60,257,2,-,-,-,0,23,4,292,46,342
93,2020-11-01 04:00:00,THOMAS,747,783,9,-,-,-,2,90,58,1391,182,1631
94,2020-11-01 04:00:00,TIFT,889,562,12,-,-,-,1,525,299,1396,294,1989
92,2020-11-01 04:00:00,TOOMBS,595,272,7,-,-,-,2,656,156,847,529,1532
90,2020-11-01 04:00:00,TOWNS,395,4,4,-,-,-,1,60,16,380,68,464
95,2020-11-01 04:00:00,TREUTLEN,171,121,3,-,-,-,0,15,1,275,34,310
96,2020-11-01 04:00:00,TROUP,960,1448,14,-,-,-,1,659,96,2012,974,3082
132,2020-11-01 04:00:00,TURNER,109,159,1,-,-,-,0,70,12,261,66,339
91,2020-11-01 04:00:00,TWIGGS,47,145,1,-,-,-,0,34,2,170,55,227
119,2020-11-01 04:00:00,UNION,828,5,1,-,-,-,1,91,15,783,128,926
0,2020-11-01 04:00:00,UNKNOWN,175,69,9,-,-,-,0,1679,72,197,1663,1932
102,2020-11-01 04:00:00,UPSON,375,308,1,-,-,-,0,162,17,676,153,846
159,2020-11-01 04:00:00,WALKER,1232,97,11,-,-,-,1,635,59,1050,867,1976
23,2020-11-01 04:00:00,WALTON,1276,483,31,-,-,-,4,611,110,1534,761,2405
97,2020-11-01 04:00:00,WARE,783,534,7,-,-,-,1,449,75,1177,522,1774
114,2020-11-01 04:00:00,WARREN,32,108,0,-,-,-,0,32,1,128,43,172
160,2020-11-01 04:00:00,WASHINGTON,253,394,0,-,-,-,0,161,16,552,240,808
161,2020-11-01 04:00:00,WAYNE,586,148,6,-,-,-,1,528,48,658,563,1269
117,2020-11-01 04:00:00,WEBSTER,14,29,0,-,-,-,0,1,0,43,1,44
157,2020-11-01 04:00:00,WHEELER,147,70,2,-,-,-,0,150,6,203,160,369
17,2020-11-01 04:00:00,WHITE,893,19,1,-,-,-,0,118,16,845,170,1031
98,2020-11-01 04:00:00,WHITFIELD,3640,148,41,-,-,-,0,1958,2793,1660,1334,5787
10,2020-11-01 04:00:00,WILCOX,131,113,1,-,-,-,0,16,6,227,28,261
100,2020-11-01 04:00:00,WILKES,139,138,0,-,-,-,0,42,22,256,41,319
112,2020-11-01 04:00:00,WILKINSON,137,169,0,-,-,-,0,70,4,274,98,376
122,2020-11-01 04:00:00,WORTH,281,292,1,-,-,-,0,38,9,535,68,612
