county_name,White,Black or African American,Asian,American_Indian_Alaska_Native,Native_Hawaiian_Pacific_Islander,Two_races,Other Race,Unknown,Hispanic or Latino,Not Hispanic or Latino,Not Specified,Total
Howard,1362.0,138.0,5.0,-,-,-,154.0,240.0,52,970,877,1899.0
Huntington,540.0,3.0,0.0,-,-,-,34.0,28.0,19,474,112,605.0
Jackson,906.0,7.0,6.0,-,-,-,362.0,87.0,244,668,456,1368.0
Jasper,625.0,5.0,2.0,-,-,-,134.0,122.0,36,506,346,888.0
Jay,390.0,2.0,1.0,-,-,-,27.0,53.0,23,301,149,473.0
Jefferson,420.0,6.0,4.0,-,-,-,19.0,48.0,5,332,160,497.0
Jennings,371.0,4.0,0.0,-,-,-,57.0,40.0,13,235,224,472.0
Johnson,2614.0,72.0,115.0,-,-,-,444.0,546.0,85,2035,1671,3791.0
Knox,808.0,21.0,2.0,-,-,-,41.0,128.0,23,475,502,1000.0
Kosciusko,1763.0,19.0,12.0,-,-,-,245.0,516.0,215,1438,902,2555.0
Lagrange,631.0,1.0,1.0,-,-,-,82.0,215.0,35,510,385,930.0
Lake,5907.0,2683.0,70.0,-,-,-,3467.0,4838.0,2452,5040,9473,16965.0
Laporte,1759.0,334.0,7.0,-,-,-,289.0,390.0,214,1640,925,2779.0
Lawrence,986.0,2.0,4.0,-,-,-,102.0,64.0,5,817,336,1158.0
Madison,2084.0,191.0,7.0,-,-,-,271.0,420.0,115,1582,1276,2973.0
Marion,10978.0,5584.0,780.0,-,-,-,5135.0,6192.0,2498,9243,16928,28669.0
Marshall,1105.0,10.0,3.0,-,-,-,267.0,392.0,228,569,980,1777.0
Martin,181.0,0.0,2.0,-,-,-,17.0,22.0,0,141,81,222.0
Miami,612.0,29.0,5.0,-,-,-,43.0,144.0,31,481,321,833.0
Monroe,2713.0,133.0,105.0,-,-,-,491.0,230.0,156,1716,1800,3672.0
Montgomery,475.0,6.0,0.0,-,-,-,192.0,104.0,70,399,308,777.0
Morgan,959.0,3.0,1.0,-,-,-,122.0,83.0,9,763,396,1168.0
Newton,216.0,3.0,0.0,-,-,-,45.0,38.0,11,188,103,302.0
Noble,994.0,5.0,22.0,-,-,-,295.0,150.0,242,926,298,1466.0
Ohio,138.0,0.0,0.0,-,-,-,2.0,17.0,1,89,67,157.0
Orange,422.0,3.0,1.0,-,-,-,24.0,22.0,1,296,175,472.0
Owen,205.0,2.0,1.0,-,-,-,14.0,55.0,3,151,123,277.0
Parke,251.0,1.0,1.0,-,-,-,5.0,45.0,5,170,128,303.0
Perry,360.0,26.0,1.0,-,-,-,54.0,131.0,1,176,395,572.0
Pike,334.0,0.0,0.0,-,-,-,23.0,41.0,0,134,264,398.0
Porter,2863.0,200.0,26.0,-,-,-,539.0,739.0,392,2266,1709,4367.0
Posey,785.0,15.0,1.0,-,-,-,61.0,29.0,10,92,789,891.0
Pulaski,192.0,2.0,1.0,-,-,-,9.0,15.0,4,145,70,219.0
Putnam,622.0,68.0,4.0,-,-,-,67.0,103.0,12,424,428,864.0
Randolph,487.0,4.0,0.0,-,-,-,23.0,53.0,19,360,188,567.0
Ripley,519.0,1.0,1.0,-,-,-,22.0,72.0,4,440,171,615.0
Rush,268.0,1.0,0.0,-,-,-,15.0,37.0,1,190,130,321.0
Scott,514.0,2.0,0.0,-,-,-,71.0,41.0,10,375,243,628.0
Shelby,798.0,7.0,2.0,-,-,-,146.0,146.0,84,515,500,1099.0
Spencer,393.0,7.0,1.0,-,-,-,48.0,52.0,20,215,266,501.0
St. Joseph,4582.0,1211.0,86.0,-,-,-,1486.0,3772.0,640,2472,8025,11137.0
Starke,445.0,3.0,0.0,-,-,-,28.0,98.0,20,353,201,574.0
Steuben,548.0,7.0,1.0,-,-,-,90.0,150.0,31,351,414,796.0
Sullivan,404.0,3.0,0.0,-,-,-,5.0,95.0,0,174,333,507.0
Switzerland,85.0,0.0,0.0,-,-,-,7.0,24.0,1,48,67,116.0
Tippecanoe,2897.0,213.0,102.0,-,-,-,611.0,993.0,577,2324,1915,4816.0
Tipton,299.0,1.0,0.0,-,-,-,11.0,12.0,4,246,73,323.0
Union,94.0,0.0,,-,-,-,6.0,45.0,0,57,88,145.0
Vanderburgh,5240.0,635.0,40.0,-,-,-,498.0,502.0,56,939,5920,6915.0
Vermillion,280.0,1.0,0.0,-,-,-,0.0,46.0,1,196,130,327.0
Vigo,2308.0,176.0,33.0,-,-,-,80.0,655.0,62,1555,1635,3252.0
Wabash,540.0,6.0,2.0,-,-,-,52.0,61.0,19,464,178,661.0
Warren,111.0,0.0,0.0,-,-,-,2.0,13.0,2,91,33,126.0
Warrick,1955.0,33.0,10.0,-,-,-,165.0,133.0,11,285,2000,2296.0
Washington,371.0,2.0,0.0,-,-,-,39.0,35.0,6,243,198,447.0
Wayne,1345.0,80.0,9.0,-,-,-,124.0,265.0,62,964,797,1823.0
Wells,505.0,2.0,1.0,-,-,-,20.0,57.0,9,465,111,585.0
White,535.0,4.0,4.0,-,-,-,108.0,90.0,93,403,245,741.0
Whitley,512.0,4.0,1.0,-,-,-,53.0,49.0,15,453,151,619.0
